call_id,customer_id,date,transcript,key_quotes,competitor_mentioned,expansion_signals,churn_signals
CALL-2157,HC-1078,2024-09-07,"CALL TRANSCRIPT
Customer: Advanced Medical Center (HC-1078)
Date: 2024-09-07
Duration: 70 minutes
Type: support_escalation
Participants: Operations Director (Customer), CSM Team

[00:01:30]
Operations Director: ""I wanted to share some good news - we're processing claims 30% faster than before. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
Operations Director: ""Honestly, once we got past the initial learning curve, the automated reminders has been a game-changer. Patients are commenting on how easy it is.""

[00:04:30]
Operations Director: ""Actually, I wanted to ask about multi-location scheduling. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional 25% improvement in coordination.""

[00:07:00]
Operations Director: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2158,HC-1079,2024-02-25,"CALL TRANSCRIPT
Customer: Regional Healthcare Partners (HC-1079)
Date: 2024-02-25
Duration: 62 minutes
Type: renewal
Participants: Multiple stakeholders (Customer), CSM Team

[00:01:30]
Multiple stakeholders: ""I wanted to share some good news - we reduced our no-show rate from 18% to 8%. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
Multiple stakeholders: ""Honestly, once we got past the initial learning curve, the automated reminders has been a game-changer. Patients are commenting on how easy it is.""

[00:04:30]
Multiple stakeholders: ""Actually, I wanted to ask about multi-location scheduling. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional $50K+ in recovered revenue.""

[00:07:00]
Multiple stakeholders: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2159,HC-1079,2024-03-21,"CALL TRANSCRIPT
Customer: Regional Healthcare Partners (HC-1079)
Date: 2024-03-21
Duration: 63 minutes
Type: check-in
Participants: Multiple stakeholders (Customer), CSM Team

[00:01:00]
CSM: ""Thanks for making time today. How are things going with the platform?""

[00:01:30]
Multiple stakeholders: ""Overall it's going well. The team is getting more comfortable with it. We're up to about 3 of our 4 providers using it daily.""

[00:02:45]
CSM: ""That's great adoption. Any areas where the team is struggling or needs additional training?""

[00:04:30]
CSM: ""I can arrange that.""

[00:05:00]
Multiple stakeholders: ""Sounds good. Otherwise no major issues. Talk to you next quarter.""

Call Sentiment: Neutral - stable but no strong enthusiasm
",,False,False,False
CALL-2160,HC-1080,2025-07-20,"CALL TRANSCRIPT
Customer: Regional Care System (HC-1080)
Date: 2025-07-20
Duration: 58 minutes
Type: check-in
Participants: Operations Director (Customer), CSM Team

[00:01:00]
CSM: ""Thanks for making time today. How are things going with the platform?""

[00:01:30]
Operations Director: ""Overall it's going well. The team is getting more comfortable with it. We're up to about 57 of our 73 providers using it daily.""

[00:02:45]
CSM: ""That's great adoption. Any areas where the team is struggling or needs additional training?""

[00:04:30]
CSM: ""I can arrange that.""

[00:05:00]
Operations Director: ""Sounds good. Otherwise no major issues. Talk to you next quarter.""

Call Sentiment: Neutral - stable but no strong enthusiasm
",,False,False,False
CALL-2161,HC-1080,2024-08-28,"CALL TRANSCRIPT
Customer: Regional Care System (HC-1080)
Date: 2024-08-28
Duration: 24 minutes
Type: expansion
Participants: Billing Manager (Customer), CSM Team

[00:01:30]
Billing Manager: ""I wanted to share some good news - we're processing claims 30% faster than before. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
Billing Manager: ""Honestly, once we got past the initial learning curve, the automated reminders has been a game-changer. Patients are commenting on how easy it is.""

[00:04:30]
Billing Manager: ""Actually, I wanted to ask about advanced analytics. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional 15-20% efficiency gains.""

[00:07:00]
Billing Manager: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2162,HC-1081,2024-01-22,"CALL TRANSCRIPT
Customer: Regional Care Partners (HC-1081)
Date: 2024-01-22
Duration: 34 minutes
Type: expansion
Participants: Practice Manager (Customer), CSM Team

[00:02:15]
Practice Manager: ""Look, I'm going to be honest with you. the scheduling conflicts are causing patient complaints. This is really impacting our operations and my team's morale.""

[00:03:30]
CSM: ""I completely understand your frustration. This is not the experience we want you to have. Can you tell me more about when this started?""

[00:04:05]
Practice Manager: ""It's been about 6 weeks now. And here's the thing - we're paying you $4,096 per month specifically because you promised reduced admin burden. That was the whole selling point.""

[00:05:20]
Practice Manager: ""I had a demo from Athenahealth last week. Their workflow actually matches how specialists work. I don't want to switch - we've invested a lot in your platform - but I need to show leadership we have options if this doesn't get fixed soon.""

[00:07:45]
CSM: ""I hear you. Give me 48 hours. I'm going to escalate this to our VP of Engineering personally. Can we schedule a technical deep-dive on Wednesday?""

[00:08:30]
Practice Manager: ""Wednesday works. But this is urgent. We're 61 days from renewal and I can't recommend renewing if we're still having these issues.""

[00:09:15]
CSM: ""Understood. I'm going to personally own this until it's resolved. You'll have an update from me by end of day tomorrow with a clear action plan.""

Call Sentiment: Very frustrated, high churn risk
",,True,False,False
CALL-2163,HC-1081,2024-10-11,"CALL TRANSCRIPT
Customer: Regional Care Partners (HC-1081)
Date: 2024-10-11
Duration: 59 minutes
Type: support_escalation
Participants: Operations Director (Customer), CSM Team

[00:01:30]
Operations Director: ""I wanted to share some good news - patient satisfaction scores have improved by 15 points. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
Operations Director: ""Honestly, once we got past the initial learning curve, the reporting dashboard has been a game-changer. Our providers are actually using it daily.""

[00:04:30]
Operations Director: ""Actually, I wanted to ask about multi-location scheduling. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional 15-20% efficiency gains.""

[00:07:00]
Operations Director: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2164,HC-1082,2024-03-02,"CALL TRANSCRIPT
Customer: Community Care Associates (HC-1082)
Date: 2024-03-02
Duration: 65 minutes
Type: renewal
Participants: Practice Manager (Customer), CSM Team

[00:01:30]
Practice Manager: ""I wanted to share some good news - we're processing claims 30% faster than before. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
Practice Manager: ""Honestly, once we got past the initial learning curve, the integration with Epic has been a game-changer. Our providers are actually using it daily.""

[00:04:30]
Practice Manager: ""Actually, I wanted to ask about the telehealth module. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional 15-20% efficiency gains.""

[00:07:00]
Practice Manager: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2165,HC-1082,2025-03-30,"CALL TRANSCRIPT
Customer: Community Care Associates (HC-1082)
Date: 2025-03-30
Duration: 18 minutes
Type: onboarding
Participants: CMO (Customer), CSM Team

[00:01:30]
CMO: ""I wanted to share some good news - our staff is saving about 10 hours per week on scheduling. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
CMO: ""Honestly, once we got past the initial learning curve, the integration with Epic has been a game-changer. Patients are commenting on how easy it is.""

[00:04:30]
CMO: ""Actually, I wanted to ask about advanced analytics. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional 15-20% efficiency gains.""

[00:07:00]
CMO: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2166,HC-1083,2024-07-07,"CALL TRANSCRIPT
Customer: Regional Health System (HC-1083)
Date: 2024-07-07
Duration: 53 minutes
Type: expansion
Participants: Multiple stakeholders (Customer), CSM Team

[00:01:30]
Multiple stakeholders: ""I wanted to share some good news - we reduced our no-show rate from 18% to 8%. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
Multiple stakeholders: ""Honestly, once we got past the initial learning curve, the integration with Epic has been a game-changer. The billing team loves the workflow.""

[00:04:30]
Multiple stakeholders: ""Actually, I wanted to ask about advanced analytics. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional $50K+ in recovered revenue.""

[00:07:00]
Multiple stakeholders: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2167,HC-1083,2024-11-08,"CALL TRANSCRIPT
Customer: Regional Health System (HC-1083)
Date: 2024-11-08
Duration: 38 minutes
Type: onboarding
Participants: Operations Director (Customer), CSM Team

[00:01:30]
Operations Director: ""I wanted to share some good news - our staff is saving about 10 hours per week on scheduling. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
Operations Director: ""Honestly, once we got past the initial learning curve, the reporting dashboard has been a game-changer. Our providers are actually using it daily.""

[00:04:30]
Operations Director: ""Actually, I wanted to ask about the referral management feature. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional 25% improvement in coordination.""

[00:07:00]
Operations Director: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2168,HC-1084,2025-09-15,"CALL TRANSCRIPT
Customer: Regional Health Partners (HC-1084)
Date: 2025-09-15
Duration: 69 minutes
Type: renewal
Participants: Multiple stakeholders (Customer), CSM Team

[00:01:00]
CSM: ""Thanks for making time today. How are things going with the platform?""

[00:01:30]
Multiple stakeholders: ""Overall it's going well. The team is getting more comfortable with it. We're up to about 6 of our 10 providers using it daily.""

[00:02:45]
CSM: ""That's great adoption. Any areas where the team is struggling or needs additional training?""

[00:04:30]
CSM: ""I can arrange that.""

[00:05:00]
Multiple stakeholders: ""Sounds good. Otherwise no major issues. Talk to you next quarter.""

Call Sentiment: Neutral - stable but no strong enthusiasm
",,False,False,False
CALL-2169,HC-1084,2024-12-15,"CALL TRANSCRIPT
Customer: Regional Health Partners (HC-1084)
Date: 2024-12-15
Duration: 40 minutes
Type: support_escalation
Participants: Billing Manager (Customer), CSM Team

[00:01:30]
Billing Manager: ""I wanted to share some good news - patient satisfaction scores have improved by 15 points. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
Billing Manager: ""Honestly, once we got past the initial learning curve, the automated reminders has been a game-changer. Patients are commenting on how easy it is.""

[00:04:30]
Billing Manager: ""Actually, I wanted to ask about advanced analytics. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional 15-20% efficiency gains.""

[00:07:00]
Billing Manager: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2170,HC-1085,2024-04-21,"CALL TRANSCRIPT
Customer: Community Medical System (HC-1085)
Date: 2024-04-21
Duration: 39 minutes
Type: support_escalation
Participants: Operations Director (Customer), CSM Team

[00:01:30]
Operations Director: ""I wanted to share some good news - our staff is saving about 10 hours per week on scheduling. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
Operations Director: ""Honestly, once we got past the initial learning curve, the mobile app has been a game-changer. The billing team loves the workflow.""

[00:04:30]
Operations Director: ""Actually, I wanted to ask about advanced analytics. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional 15-20% efficiency gains.""

[00:07:00]
Operations Director: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2171,HC-1085,2025-03-10,"CALL TRANSCRIPT
Customer: Community Medical System (HC-1085)
Date: 2025-03-10
Duration: 50 minutes
Type: support_escalation
Participants: CMO (Customer), CSM Team

[00:01:30]
CMO: ""I wanted to share some good news - we reduced our no-show rate from 18% to 8%. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
CMO: ""Honestly, once we got past the initial learning curve, the automated reminders has been a game-changer. Our providers are actually using it daily.""

[00:04:30]
CMO: ""Actually, I wanted to ask about multi-location scheduling. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional 25% improvement in coordination.""

[00:07:00]
CMO: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2172,HC-1086,2025-04-23,"CALL TRANSCRIPT
Customer: Integrated Health Group (HC-1086)
Date: 2025-04-23
Duration: 85 minutes
Type: check-in
Participants: Practice Manager (Customer), CSM Team

[00:02:15]
Practice Manager: ""Look, I'm going to be honest with you. our claim denial rate has jumped from 10% to 25%. This is really impacting our operations and my team's morale.""

[00:03:30]
CSM: ""I completely understand your frustration. This is not the experience we want you to have. Can you tell me more about when this started?""

[00:04:05]
Practice Manager: ""It's been about 6 weeks now. And here's the thing - we're paying you $37,700 per month specifically because you promised seamless integration. That was the whole selling point.""

[00:05:20]
Practice Manager: ""I had a demo from Athenahealth last week. The pricing was competitive and they guarantee uptime. I don't want to switch - we've invested a lot in your platform - but I need to show leadership we have options if this doesn't get fixed soon.""

[00:07:45]
CSM: ""I hear you. Give me 48 hours. I'm going to escalate this to our VP of Engineering personally. Can we schedule a technical deep-dive on Friday?""

[00:08:30]
Practice Manager: ""That works. But this is urgent. We're 52 days from renewal and I can't recommend renewing if we're still having these issues.""

[00:09:15]
CSM: ""Understood. I'm going to personally own this until it's resolved. You'll have an update from me by end of day tomorrow with a clear action plan.""

Call Sentiment: Very frustrated, high churn risk
",,True,False,False
CALL-2173,HC-1086,2024-03-28,"CALL TRANSCRIPT
Customer: Integrated Health Group (HC-1086)
Date: 2024-03-28
Duration: 26 minutes
Type: check-in
Participants: Operations Director (Customer), CSM Team

[00:01:30]
Operations Director: ""I wanted to share some good news - we reduced our no-show rate from 18% to 8%. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
Operations Director: ""Honestly, once we got past the initial learning curve, the automated reminders has been a game-changer. Our providers are actually using it daily.""

[00:04:30]
Operations Director: ""Actually, I wanted to ask about the telehealth module. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional 25% improvement in coordination.""

[00:07:00]
Operations Director: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2174,HC-1087,2025-09-22,"CALL TRANSCRIPT
Customer: Advanced Healthcare System (HC-1087)
Date: 2025-09-22
Duration: 64 minutes
Type: renewal
Participants: Operations Director (Customer), CSM Team

[00:02:15]
Operations Director: ""Look, I'm going to be honest with you. the Epic integration keeps breaking after their updates. This is really impacting our operations and my team's morale.""

[00:03:30]
CSM: ""I completely understand your frustration. This is not the experience we want you to have. Can you tell me more about when this started?""

[00:04:05]
Operations Director: ""It's been about 2 weeks now. And here's the thing - we're paying you $17,941 per month specifically because you promised seamless integration. That was the whole selling point.""

[00:05:20]
Operations Director: ""I had a demo from Athenahealth last week. The pricing was competitive and they guarantee uptime. I don't want to switch - we've invested a lot in your platform - but I need to show leadership we have options if this doesn't get fixed soon.""

[00:07:45]
CSM: ""I hear you. Give me 48 hours. I'm going to escalate this to our VP of Engineering personally. Can we schedule a technical deep-dive on Wednesday?""

[00:08:30]
Operations Director: ""Wednesday works. But this is urgent. We're 64 days from renewal and I can't recommend renewing if we're still having these issues.""

[00:09:15]
CSM: ""Understood. I'm going to personally own this until it's resolved. You'll have an update from me by end of day tomorrow with a clear action plan.""

Call Sentiment: Frustrated but willing to work with us
",,True,False,False
CALL-2175,HC-1087,2024-05-07,"CALL TRANSCRIPT
Customer: Advanced Healthcare System (HC-1087)
Date: 2024-05-07
Duration: 39 minutes
Type: renewal
Participants: Operations Director (Customer), CSM Team

[00:01:00]
CSM: ""Thanks for making time today. How are things going with the platform?""

[00:01:30]
Operations Director: ""Overall it's going well. The team is getting more comfortable with it. We're up to about 82 of our 99 providers using it daily.""

[00:02:45]
CSM: ""That's great adoption. Any areas where the team is struggling or needs additional training?""

[00:04:30]
CSM: ""I can arrange that.""

[00:05:00]
Operations Director: ""Sounds good. Otherwise no major issues. Talk to you next quarter.""

Call Sentiment: Neutral - stable but no strong enthusiasm
",,False,False,False
CALL-2176,HC-1088,2025-04-18,"CALL TRANSCRIPT
Customer: Regional Care Partners (HC-1088)
Date: 2025-04-18
Duration: 19 minutes
Type: onboarding
Participants: Practice Manager (Customer), CSM Team

[00:01:30]
Practice Manager: ""I wanted to share some good news - our staff is saving about 10 hours per week on scheduling. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
Practice Manager: ""Honestly, once we got past the initial learning curve, the mobile app has been a game-changer. Patients are commenting on how easy it is.""

[00:04:30]
Practice Manager: ""Actually, I wanted to ask about advanced analytics. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional 15-20% efficiency gains.""

[00:07:00]
Practice Manager: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2177,HC-1088,2024-02-07,"CALL TRANSCRIPT
Customer: Regional Care Partners (HC-1088)
Date: 2024-02-07
Duration: 20 minutes
Type: renewal
Participants: CMO (Customer), CSM Team

[00:01:30]
CMO: ""I wanted to share some good news - our staff is saving about 10 hours per week on scheduling. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
CMO: ""Honestly, once we got past the initial learning curve, the automated reminders has been a game-changer. The billing team loves the workflow.""

[00:04:30]
CMO: ""Actually, I wanted to ask about multi-location scheduling. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional 25% improvement in coordination.""

[00:07:00]
CMO: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2178,HC-1089,2025-08-16,"CALL TRANSCRIPT
Customer: Community Medical Associates (HC-1089)
Date: 2025-08-16
Duration: 69 minutes
Type: onboarding
Participants: Multiple stakeholders (Customer), CSM Team

[00:02:15]
Multiple stakeholders: ""Look, I'm going to be honest with you. we're spending 2+ extra hours per day on manual data entry. This is really impacting our operations and my team's morale.""

[00:03:30]
CSM: ""I completely understand your frustration. This is not the experience we want you to have. Can you tell me more about when this started?""

[00:04:05]
Multiple stakeholders: ""It's been about 6 weeks now. And here's the thing - we're paying you $58,336 per month specifically because you promised seamless integration. That was the whole selling point.""

[00:05:20]
Multiple stakeholders: ""I had a demo from eClinicalWorks last week. They showed me their Epic connector and it looked more stable. I don't want to switch - we've invested a lot in your platform - but I need to show leadership we have options if this doesn't get fixed soon.""

[00:07:45]
CSM: ""I hear you. Give me 48 hours. I'm going to escalate this to our VP of Engineering personally. Can we schedule a technical deep-dive on Monday?""

[00:08:30]
Multiple stakeholders: ""I can do Thursday. But this is urgent. We're 61 days from renewal and I can't recommend renewing if we're still having these issues.""

[00:09:15]
CSM: ""Understood. I'm going to personally own this until it's resolved. You'll have an update from me by end of day tomorrow with a clear action plan.""

Call Sentiment: Frustrated but willing to work with us
",,True,False,False
CALL-2179,HC-1089,2024-03-06,"CALL TRANSCRIPT
Customer: Community Medical Associates (HC-1089)
Date: 2024-03-06
Duration: 59 minutes
Type: expansion
Participants: CMO (Customer), CSM Team

[00:02:15]
CMO: ""Look, I'm going to be honest with you. the Epic integration keeps breaking after their updates. This is really impacting our operations and my team's morale.""

[00:03:30]
CSM: ""I completely understand your frustration. This is not the experience we want you to have. Can you tell me more about when this started?""

[00:04:05]
CMO: ""It's been about 5 weeks now. And here's the thing - we're paying you $58,336 per month specifically because you promised reduced admin burden. That was the whole selling point.""

[00:05:20]
CMO: ""I had a demo from eClinicalWorks last week. Their workflow actually matches how specialists work. I don't want to switch - we've invested a lot in your platform - but I need to show leadership we have options if this doesn't get fixed soon.""

[00:07:45]
CSM: ""I hear you. Give me 48 hours. I'm going to escalate this to our VP of Engineering personally. Can we schedule a technical deep-dive on Friday?""

[00:08:30]
CMO: ""I can do Thursday. But this is urgent. We're 76 days from renewal and I can't recommend renewing if we're still having these issues.""

[00:09:15]
CSM: ""Understood. I'm going to personally own this until it's resolved. You'll have an update from me by end of day tomorrow with a clear action plan.""

Call Sentiment: Frustrated but willing to work with us
",,True,False,False
CALL-2180,HC-1090,2024-10-09,"CALL TRANSCRIPT
Customer: Integrated Healthcare Center (HC-1090)
Date: 2024-10-09
Duration: 69 minutes
Type: renewal
Participants: CMO (Customer), CSM Team

[00:01:00]
CSM: ""Thanks for making time today. How are things going with the platform?""

[00:01:30]
CMO: ""Overall it's going well. The team is getting more comfortable with it. We're up to about 8 of our 13 providers using it daily.""

[00:02:45]
CSM: ""That's great adoption. Any areas where the team is struggling or needs additional training?""

[00:04:30]
CSM: ""I can arrange that.""

[00:05:00]
CMO: ""Sounds good. Otherwise no major issues. Talk to you next quarter.""

Call Sentiment: Neutral - stable but no strong enthusiasm
",,False,False,False
CALL-2181,HC-1090,2025-09-24,"CALL TRANSCRIPT
Customer: Integrated Healthcare Center (HC-1090)
Date: 2025-09-24
Duration: 51 minutes
Type: onboarding
Participants: Practice Manager (Customer), CSM Team

[00:01:30]
Practice Manager: ""I wanted to share some good news - our staff is saving about 10 hours per week on scheduling. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
Practice Manager: ""Honestly, once we got past the initial learning curve, the mobile app has been a game-changer. Patients are commenting on how easy it is.""

[00:04:30]
Practice Manager: ""Actually, I wanted to ask about multi-location scheduling. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional $50K+ in recovered revenue.""

[00:07:00]
Practice Manager: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2182,HC-1091,2024-07-07,"CALL TRANSCRIPT
Customer: Integrated Healthcare Group (HC-1091)
Date: 2024-07-07
Duration: 86 minutes
Type: support_escalation
Participants: Multiple stakeholders (Customer), CSM Team

[00:02:15]
Multiple stakeholders: ""Look, I'm going to be honest with you. we're spending 2+ extra hours per day on manual data entry. This is really impacting our operations and my team's morale.""

[00:03:30]
CSM: ""I completely understand your frustration. This is not the experience we want you to have. Can you tell me more about when this started?""

[00:04:05]
Multiple stakeholders: ""It's been about 5 weeks now. And here's the thing - we're paying you $36,852 per month specifically because you promised workflow efficiency. That was the whole selling point.""

[00:05:20]
Multiple stakeholders: ""I had a demo from Athenahealth last week. The pricing was competitive and they guarantee uptime. I don't want to switch - we've invested a lot in your platform - but I need to show leadership we have options if this doesn't get fixed soon.""

[00:07:45]
CSM: ""I hear you. Give me 48 hours. I'm going to escalate this to our VP of Engineering personally. Can we schedule a technical deep-dive on Tuesday?""

[00:08:30]
Multiple stakeholders: ""Wednesday works. But this is urgent. We're 85 days from renewal and I can't recommend renewing if we're still having these issues.""

[00:09:15]
CSM: ""Understood. I'm going to personally own this until it's resolved. You'll have an update from me by end of day tomorrow with a clear action plan.""

Call Sentiment: Frustrated but willing to work with us
",,True,False,False
CALL-2183,HC-1091,2024-02-12,"CALL TRANSCRIPT
Customer: Integrated Healthcare Group (HC-1091)
Date: 2024-02-12
Duration: 35 minutes
Type: support_escalation
Participants: Practice Manager (Customer), CSM Team

[00:02:15]
Practice Manager: ""Look, I'm going to be honest with you. the scheduling conflicts are causing patient complaints. This is really impacting our operations and my team's morale.""

[00:03:30]
CSM: ""I completely understand your frustration. This is not the experience we want you to have. Can you tell me more about when this started?""

[00:04:05]
Practice Manager: ""It's been about 6 weeks now. And here's the thing - we're paying you $36,852 per month specifically because you promised workflow efficiency. That was the whole selling point.""

[00:05:20]
Practice Manager: ""I had a demo from NextGen last week. They showed me their Epic connector and it looked more stable. I don't want to switch - we've invested a lot in your platform - but I need to show leadership we have options if this doesn't get fixed soon.""

[00:07:45]
CSM: ""I hear you. Give me 48 hours. I'm going to escalate this to our VP of Engineering personally. Can we schedule a technical deep-dive on Wednesday?""

[00:08:30]
Practice Manager: ""Wednesday works. But this is urgent. We're 30 days from renewal and I can't recommend renewing if we're still having these issues.""

[00:09:15]
CSM: ""Understood. I'm going to personally own this until it's resolved. You'll have an update from me by end of day tomorrow with a clear action plan.""

Call Sentiment: Frustrated but willing to work with us
",,True,False,False
