customer_id,date,appointments_created,appointments_cancelled,no_shows,reminders_sent,online_bookings,claims_submitted,claims_approved,claims_denied,claim_denial_rate,ehr_sync_attempts,ehr_sync_failures,ehr_data_synced_mb,portal_active_patients,portal_logins,portal_messages,portal_adoption_rate,active_users,licensed_users,utilization_rate,total_sessions,avg_session_duration_min,total_errors,critical_errors,workflows_completed,workflows_abandoned
HC-1008,2025-07-21,380,40,20,372,60,220,320,34,0.07457040748109839,80,1,1890,1570,835,60,0.2706307223008703,6,14,0.7840762074985865,20,36,4,0,600,28
HC-1008,2025-07-22,225,30,28,308,60,240,240,49,0.11199987661238865,60,1,2127,1568,739,105,0.2286173306758414,8,14,0.7140971488258955,15,20,3,0,390,17
HC-1008,2025-07-23,221,39,15,229,52,156,234,36,0.08211952295443062,52,1,1394,388,369,26,0.2225921285855787,11,14,0.6676739404995424,13,23,2,0,286,16
HC-1008,2025-07-24,336,16,11,344,32,192,224,44,0.06185923611544704,64,1,1678,748,792,64,0.1119233857088414,9,14,0.5874770218657925,16,16,3,0,448,16
HC-1008,2025-07-25,255,30,23,249,45,210,255,33,0.09469012395236073,60,1,1388,790,245,105,0.4670678054294014,7,14,0.5927462632331316,15,31,3,0,180,12
HC-1008,2025-07-26,475,38,22,353,76,304,323,40,0.05079972217831913,76,1,1657,824,617,133,0.3387676215578984,6,14,0.8659583162992976,19,42,3,0,342,16
HC-1008,2025-07-27,323,17,30,383,85,306,204,40,0.05278114182987933,68,1,1267,1149,883,136,0.3379827974363224,8,14,0.8655795935327277,17,29,3,0,340,15
HC-1008,2025-07-28,324,36,12,370,36,216,144,28,0.11994458376104339,72,1,2372,1176,544,54,0.3314456944068856,7,14,0.9039682218224412,18,26,3,0,252,14
HC-1008,2025-07-29,308,28,17,219,42,224,196,52,0.05027797382841841,56,1,791,477,687,112,0.34397503699584175,7,14,0.886780993341535,14,30,2,0,294,8
HC-1008,2025-07-30,308,28,22,219,42,140,224,44,0.06931129112646627,56,1,1632,1409,572,56,0.24523238222814803,5,14,0.6888369166795354,14,34,2,0,168,19
HC-1008,2025-07-31,240,30,14,264,45,195,165,35,0.05507074233859479,60,1,2139,852,838,75,0.14986271974169874,10,14,0.5899995714705013,15,15,3,0,150,16
HC-1008,2025-08-01,325,26,14,242,65,234,182,29,0.08235212660936819,52,1,1943,614,430,104,0.2561048739620246,7,14,0.4570722640448401,13,29,2,0,325,14
HC-1008,2025-08-02,322,42,13,219,28,210,196,22,0.09367673465041229,56,1,1339,1230,275,56,0.4801313293947115,5,14,0.4404447465594422,14,27,2,0,322,20
HC-1008,2025-08-03,210,14,27,233,42,252,224,38,0.09362929888971444,56,1,1744,1442,762,28,0.1041051385340094,9,14,0.5791167767276495,14,43,2,0,336,15
HC-1008,2025-08-04,384,32,14,392,48,208,208,42,0.06052840265536105,64,1,989,1227,795,32,0.12772914510376776,9,14,0.8590427390834223,16,40,3,0,432,9
HC-1008,2025-08-05,450,54,16,317,54,234,306,61,0.11852117057145214,72,1,1761,1418,837,108,0.28007552297370536,11,14,0.5515755633098419,18,20,3,0,414,14
HC-1008,2025-08-06,210,28,14,205,56,140,126,45,0.07805133752699214,56,1,739,1105,700,112,0.1828642071124068,7,14,0.8752594360248496,14,45,2,0,294,12
HC-1008,2025-08-07,225,15,25,235,30,210,150,46,0.07790837643418802,60,1,2122,873,594,30,0.20570731600300063,12,14,0.7970442142992978,15,15,3,0,315,15
HC-1008,2025-08-08,456,19,23,335,38,323,247,63,0.11974906535080794,76,1,1912,734,202,57,0.4932202333739354,11,14,0.5701151882163558,19,24,3,0,475,27
HC-1008,2025-08-09,266,28,26,315,56,224,238,50,0.09934922911312546,56,1,1664,857,841,98,0.13202655049832554,8,14,0.5452526793342313,14,26,2,0,238,8
HC-1008,2025-08-10,272,16,20,235,32,240,208,50,0.11259629483995938,64,1,915,693,253,112,0.3886085258169356,6,14,0.5371368366327655,16,35,3,0,320,14
HC-1008,2025-08-11,330,45,8,308,30,270,135,52,0.08061441991201584,60,1,1063,1172,364,105,0.40218763745317004,8,14,0.7977036007477161,15,40,3,0,360,21
HC-1008,2025-08-12,256,16,30,360,48,208,288,58,0.055556201733470645,64,1,2333,1495,856,80,0.23324921733701715,7,14,0.4239705367038561,16,29,3,0,304,18
HC-1008,2025-08-13,240,15,14,294,60,225,195,27,0.06737328138607329,60,1,2048,1321,585,30,0.1396447289859116,9,14,0.7764572969592073,15,21,3,0,150,21
HC-1008,2025-08-14,289,51,32,349,51,255,255,41,0.08425787643143715,68,1,2546,1580,487,34,0.42543654845055395,10,14,0.523449829897021,17,38,3,0,306,25
HC-1008,2025-08-15,456,38,19,409,38,266,323,56,0.09553877484927381,76,1,1730,570,561,76,0.3006274135293461,11,14,0.7833116592075586,19,28,3,0,209,20
HC-1008,2025-08-16,288,18,18,299,90,234,162,62,0.11209209044772367,72,1,1552,1203,735,90,0.46424560228420897,9,14,0.6869699166109418,18,24,3,0,180,19
HC-1008,2025-08-17,234,26,11,242,65,195,143,39,0.07097204746568586,52,1,1773,813,325,26,0.09750755154939475,8,14,0.920038103560664,13,31,2,0,247,10
HC-1008,2025-08-18,323,38,15,316,57,247,323,55,0.11569591107287143,76,1,1949,497,527,38,0.40358152918824786,9,14,0.9227181934985405,19,21,3,0,285,21
HC-1008,2025-08-19,414,18,34,352,90,342,162,62,0.11948457586477478,72,1,2299,1180,388,144,0.3547553704419364,8,14,0.7031467230318055,18,27,3,0,414,16
HC-1008,2025-08-20,432,36,21,441,90,180,144,54,0.08855559009707012,72,1,2597,1159,318,126,0.08137285555851498,5,14,0.6423230726322438,18,45,3,0,504,20
HC-1008,2025-08-21,255,51,18,316,85,289,204,47,0.08316825121369947,68,1,1557,1174,422,51,0.31991083210493815,13,14,0.8940970270211633,17,16,3,0,442,8
HC-1008,2025-08-22,357,34,11,283,85,255,272,32,0.1053484428541972,68,1,1054,632,221,68,0.346768009574791,8,14,0.44538503086437686,17,15,3,0,374,19
HC-1008,2025-08-23,399,57,19,372,76,209,152,44,0.07869447962678261,76,1,2107,1462,771,133,0.29880170712267284,9,14,0.5271679180190838,19,38,3,0,209,22
HC-1008,2025-08-24,270,45,22,308,45,225,195,39,0.11611746638668029,60,1,2211,1503,863,120,0.4195702506026874,5,14,0.4844247007855268,15,24,3,0,420,10
HC-1008,2025-08-25,324,54,30,405,54,234,252,46,0.11340737023226839,72,1,1764,1237,600,54,0.21470359409709344,9,14,0.7692569567649943,18,29,3,0,270,16
HC-1008,2025-08-26,408,17,20,416,68,221,170,27,0.08922595526320909,68,1,2047,747,886,119,0.4228044600219335,10,14,0.9236211408678329,17,20,3,0,289,9
HC-1008,2025-08-27,285,38,36,335,57,380,190,29,0.09040009943336104,76,1,1633,623,267,57,0.24825250961626588,8,14,0.9327366371528499,19,17,3,0,551,24
HC-1008,2025-08-28,360,54,11,441,54,288,288,42,0.08775002441456442,72,1,1021,650,259,36,0.34737660152246186,7,14,0.6459469117393832,18,24,3,0,288,18
HC-1008,2025-08-29,360,45,13,264,30,255,135,37,0.0994590497978211,60,1,1894,651,250,120,0.09694988321707312,7,14,0.7030004374925465,15,21,3,0,225,16
HC-1008,2025-08-30,272,16,13,360,64,192,144,50,0.10575976508585633,64,1,1502,472,517,32,0.2881181180085118,10,14,0.8304019998141849,16,35,3,0,176,21
HC-1008,2025-08-31,288,48,27,235,64,240,272,27,0.08375911889152818,64,1,2097,1114,209,64,0.20311700963614562,10,14,0.9337173184962749,16,38,3,0,352,16
HC-1008,2025-09-01,336,16,26,282,32,320,160,24,0.06253057568917778,64,1,2177,641,468,96,0.3049827885487874,12,14,0.6483461843726317,16,17,3,0,160,17
HC-1008,2025-09-02,425,17,13,283,51,323,136,28,0.08775997831416693,68,1,2529,1564,485,51,0.21201177377918684,10,14,0.6910748314729636,17,41,3,0,425,10
HC-1008,2025-09-03,225,45,22,323,60,210,255,52,0.09001169576545076,60,1,1933,397,495,90,0.4881907757362399,12,14,0.4709795919969408,15,27,3,0,165,13
HC-1008,2025-09-04,306,36,35,405,54,324,288,52,0.11999818014966224,72,1,2640,827,719,72,0.08966331682751416,6,14,0.7276780038905655,18,33,3,0,270,25
HC-1008,2025-09-05,266,42,16,329,56,168,168,24,0.06996879813255516,56,1,762,1591,528,112,0.2531665844193118,9,14,0.8233201182629356,14,26,2,0,378,10
HC-1008,2025-09-06,420,60,39,313,60,240,340,69,0.057673114993998714,80,1,1967,1342,851,100,0.3443666918536014,5,14,0.7260594257739164,20,20,4,0,240,10
HC-1008,2025-09-07,475,19,34,335,76,228,285,44,0.10764318593637356,76,1,1940,813,480,38,0.20548477401250426,5,14,0.548634818746344,19,30,3,0,342,19
HC-1008,2025-09-08,288,54,9,264,72,324,162,45,0.10366940707845594,72,1,985,443,597,54,0.1790249684061767,6,14,0.4351519957424787,18,19,3,0,486,14
HC-1008,2025-09-09,256,48,22,266,80,208,208,35,0.08715829004693582,64,1,2172,1413,294,112,0.28934751047341895,8,14,0.4448828081274273,16,31,3,0,192,16
HC-1008,2025-09-10,360,20,19,470,100,340,300,68,0.10077226415111384,80,1,2447,643,287,40,0.42161431623060913,6,14,0.7365695671193173,20,15,4,0,560,15
HC-1008,2025-09-11,323,17,15,266,85,323,153,55,0.06267570960845123,68,1,1008,1594,877,34,0.344701334458719,10,14,0.937255640097458,17,35,3,0,272,10
HC-1008,2025-09-12,208,26,18,305,52,169,221,24,0.10692428265210994,52,1,1385,517,443,104,0.4053674885561862,6,14,0.5758838214055064,13,32,2,0,351,12
HC-1008,2025-09-13,384,16,14,235,80,240,192,26,0.0962034933829295,64,1,1108,838,603,112,0.2530855789843747,6,14,0.6064399875335624,16,31,3,0,432,14
HC-1008,2025-09-14,323,17,15,399,51,306,255,40,0.054442003023949276,68,1,1539,370,627,51,0.4461205311253429,11,14,0.6766460651346762,17,42,3,0,476,12
HC-1008,2025-09-15,306,18,34,352,36,324,234,50,0.0776058984100568,72,1,1306,468,741,108,0.48316945206122264,8,14,0.4555659836271267,18,41,3,0,324,11
HC-1008,2025-09-16,325,13,18,191,52,156,117,45,0.0875258285332463,52,1,863,1414,649,104,0.14915452879238703,8,14,0.5270118507833186,13,37,2,0,273,18
HC-1008,2025-09-17,425,17,30,383,68,221,221,35,0.09106025144439317,68,1,2261,451,804,68,0.15926265835785997,8,14,0.4844830790041312,17,31,3,0,323,24
HC-1008,2025-09-18,300,15,22,220,45,300,255,45,0.062435801525780044,60,1,1905,832,347,75,0.20235524456527937,6,14,0.8260912286160185,15,45,3,0,150,8
HC-1008,2025-09-19,210,28,19,329,42,140,140,32,0.053848987617855976,56,1,882,653,728,28,0.2689652100540261,8,14,0.6440728905147319,14,45,2,0,238,19
HC-1008,2025-09-20,380,20,15,372,60,300,300,57,0.09431739447028967,80,1,1207,913,413,80,0.4032221688247796,6,14,0.6102695961424942,20,43,4,0,300,26
HC-1008,2025-09-21,306,36,32,423,36,180,324,50,0.081743525649426,72,1,1370,1468,539,72,0.22837888754467628,10,14,0.9050553937641292,18,17,3,0,414,21
HC-1008,2025-09-22,323,19,18,391,95,380,304,43,0.09986590379983029,76,1,1548,999,669,95,0.3311384377790455,7,14,0.43537679803369456,19,41,3,0,342,13
HC-1008,2025-09-23,308,42,20,260,70,210,238,37,0.06531429514636242,56,1,1220,385,426,84,0.10074350086658879,7,14,0.8748508456977924,14,29,2,0,308,16
HC-1008,2025-09-24,357,34,15,283,68,323,204,44,0.10663244341600653,68,1,2339,1523,624,119,0.4176613099371739,13,14,0.9484762894595322,17,21,3,0,255,8
HC-1008,2025-09-25,252,28,17,343,56,140,168,48,0.07434760837261341,56,1,718,1506,391,112,0.4735686568643213,12,14,0.5138160895559969,14,41,2,0,210,8
HC-1008,2025-09-26,304,48,14,282,32,304,128,49,0.09870671018905364,64,1,1448,1233,678,128,0.13699223601961527,8,14,0.40811856710145855,16,21,3,0,160,15
HC-1008,2025-09-27,289,51,15,383,34,170,187,49,0.0734944473149223,68,1,2384,1237,873,102,0.37594666676634936,7,14,0.6336011199963516,17,17,3,0,170,14
HC-1008,2025-09-28,324,18,34,441,72,342,144,51,0.11472500671263715,72,1,1522,1178,231,126,0.13842181639435044,9,14,0.6942129435394824,18,22,3,0,306,22
HC-1008,2025-09-29,360,30,21,323,30,300,180,51,0.07775414894633702,60,1,1932,559,404,60,0.16188160278134808,11,14,0.9102795728531891,15,42,3,0,225,11
HC-1008,2025-09-30,272,34,8,316,68,340,153,47,0.06801599044406309,68,1,1602,879,810,68,0.22602266937901216,10,14,0.40052208678170453,17,44,3,0,204,12
HC-1008,2025-10-01,270,18,24,299,36,252,324,53,0.09494330438355902,72,1,1404,581,634,54,0.4085512730496711,9,14,0.5901599062592124,18,40,3,0,252,24
HC-1008,2025-10-02,378,36,10,282,72,342,162,31,0.10731144354514338,72,1,2637,368,207,54,0.28191300618633813,10,14,0.6748425055921627,18,42,3,0,252,21
HC-1008,2025-10-03,336,48,9,297,80,304,256,28,0.06440609306433855,64,1,1483,602,439,112,0.49181520137396095,10,14,0.8571559273076462,16,34,3,0,352,13
HC-1008,2025-10-04,323,17,20,416,68,306,153,61,0.10006620401763683,68,1,2056,1439,405,51,0.20355101118852445,9,14,0.481568064847661,17,16,3,0,238,10
HC-1008,2025-10-05,195,26,7,293,52,182,221,20,0.07154894723810712,52,1,1001,819,248,91,0.2779070151736613,12,14,0.4891997304150868,13,38,2,0,182,14
HC-1009,2025-07-08,1449,63,69,1481,189,945,630,107,0.10965206493078104,252,12,3173,1799,1897,441,0.3768701014854601,62,72,0.6497285244184872,63,41,31,6,1701,62
HC-1009,2025-07-09,1672,152,117,1266,228,1140,1368,243,0.11182700473567858,304,15,7182,3506,2927,532,0.36193628413186324,37,72,0.4341477932674018,76,38,38,7,1748,110
HC-1009,2025-07-10,1672,228,130,1638,304,988,684,228,0.06174463567962356,304,15,8736,5638,761,304,0.44690174423977125,45,72,0.6245037819949439,76,33,38,7,1748,67
HC-1009,2025-07-11,1725,75,117,1543,375,1275,975,268,0.05947721172290091,300,15,4011,2391,1174,225,0.3729063241003124,50,72,0.49080387923852725,75,42,37,7,2025,92
HC-1009,2025-07-12,1330,140,135,1303,140,980,560,173,0.058747901605731304,280,14,3789,4110,2789,560,0.18579960735374168,39,72,0.9040719353462641,70,32,35,7,910,42
HC-1009,2025-07-13,1550,186,89,1275,310,744,558,166,0.08710753002612068,248,12,3269,2179,1811,372,0.3087060807815169,36,72,0.9255342503733954,62,43,31,6,930,77
HC-1009,2025-07-14,1562,71,35,1113,355,1207,1065,123,0.05708180145564999,284,14,9732,3954,2430,355,0.4449069126080232,45,72,0.7054648458335453,71,39,35,7,994,83
HC-1009,2025-07-15,1955,85,129,1582,425,1190,935,256,0.06874678520485081,340,17,10510,4511,2688,340,0.32779173332484696,65,72,0.7007638045897435,85,40,42,8,2550,51
HC-1009,2025-07-16,1083,114,43,949,228,855,1026,209,0.07504462862917774,228,11,6812,2830,1588,342,0.08813862859867498,67,72,0.8823750631640177,57,41,28,5,1653,35
HC-1009,2025-07-17,1218,174,54,1023,116,870,928,189,0.07416227943019554,232,11,7970,3433,663,174,0.3591547925407416,58,72,0.855419914168787,58,42,29,5,1276,72
HC-1009,2025-07-18,944,118,86,1272,236,944,472,210,0.0684979306834264,236,11,5501,5450,1747,413,0.43235948642050753,58,72,0.48566931180648076,59,20,29,5,1298,65
HC-1009,2025-07-19,1005,134,77,1378,335,938,804,171,0.08967941896819426,268,13,7153,3430,1293,268,0.3567517252785918,46,72,0.6848247345368921,67,32,33,6,1608,95
HC-1009,2025-07-20,1197,63,109,1234,252,819,567,234,0.05254620353660693,252,12,7128,5278,2375,504,0.12461442585309557,33,72,0.81999862585755,63,37,31,6,1638,38
HC-1009,2025-07-21,1215,243,70,1349,405,1134,729,220,0.10855201820819003,324,16,10171,1698,2731,162,0.16455824100311492,45,72,0.5517694477175428,81,36,40,8,1782,56
HC-1009,2025-07-22,1280,192,113,1442,128,1024,576,114,0.07666230791563182,256,12,8278,1566,1809,256,0.2527259417307004,61,72,0.49024145467182745,64,26,32,6,1664,87
HC-1009,2025-07-23,1596,168,119,1646,252,1512,756,291,0.06440954167903501,336,16,9885,2156,1403,252,0.30612337581396787,28,72,0.6999138413521095,84,19,42,8,2436,95
HC-1009,2025-07-24,1380,69,133,1284,138,690,1104,214,0.08959992702860227,276,13,7358,5150,2208,207,0.37549781292519546,64,72,0.8315957824189468,69,32,34,6,1863,41
HC-1009,2025-07-25,1650,66,104,1487,132,1188,1122,132,0.060265374426562615,264,13,9163,5466,1571,462,0.4049396726544624,58,72,0.4126953203354126,66,32,33,6,660,44
HC-1009,2025-07-26,1152,128,69,1066,320,1216,640,119,0.07690084641339269,256,12,7574,3651,1923,384,0.1950293646260163,48,72,0.9298636246212337,64,26,32,6,832,83
HC-1009,2025-07-27,1596,84,157,1481,420,1680,924,145,0.07881101665646145,336,16,5616,4239,1961,420,0.24770276801236335,64,72,0.5753977895809788,84,21,42,8,1932,113
HC-1009,2025-07-28,1416,177,53,1098,118,1003,885,176,0.08102329252149243,236,11,5704,1838,2987,295,0.3602662363676961,54,72,0.7730512625670253,59,35,29,5,1711,85
HC-1009,2025-07-29,1404,78,93,1834,312,858,702,149,0.09423621999707694,312,15,8541,5799,795,312,0.0989288116677398,51,72,0.8096323499819418,78,21,39,7,1326,54
HC-1009,2025-07-30,1330,70,68,1166,210,980,1050,111,0.0580397356791776,280,14,5002,2432,3069,280,0.43491225054320815,66,72,0.624515488480624,70,26,35,7,1120,72
HC-1009,2025-07-31,1160,116,61,909,174,1102,522,212,0.09977576580874206,232,11,5059,3140,2267,232,0.30440487863993737,48,72,0.7459229019677225,58,17,29,5,696,45
HC-1009,2025-08-01,1360,85,162,2082,255,1445,1190,306,0.053441233696380736,340,17,7919,5451,970,595,0.2513946044902261,59,72,0.6500982192103424,85,42,42,8,2550,115
HC-1009,2025-08-02,1125,150,82,1690,375,750,900,200,0.10328681892684857,300,15,8673,3402,2486,225,0.13294539063660835,50,72,0.4701656221063739,75,32,37,7,825,43
HC-1009,2025-08-03,1332,148,39,1740,296,888,962,128,0.05187023001179333,296,14,8862,4370,712,370,0.485075409167691,35,72,0.8347283569051237,74,24,37,7,962,109
HC-1009,2025-08-04,1098,122,71,1135,122,1220,793,217,0.11455036554986106,244,12,5721,3740,2023,183,0.2006546995837073,40,72,0.6182905400839043,61,44,30,6,671,81
HC-1009,2025-08-05,1584,198,76,1293,330,726,990,107,0.07601852991023095,264,13,8536,1457,3108,132,0.4943887557604416,50,72,0.5549599518369457,66,32,33,6,660,83
HC-1009,2025-08-06,1608,67,125,1378,201,804,871,186,0.08390494879426433,268,13,5047,4426,2876,469,0.29388371288462234,65,72,0.4049732136811134,67,40,33,6,1876,49
HC-1009,2025-08-07,1080,180,101,1470,180,960,960,178,0.10064963904610835,240,12,3972,4427,794,120,0.14593370436112543,52,72,0.9174082579831464,60,25,30,6,1800,60
HC-1009,2025-08-08,1848,77,127,1282,231,1386,1155,242,0.07609008469663711,308,15,10629,4479,883,308,0.382858730769675,60,72,0.40692214762212864,77,38,38,7,1540,40
HC-1009,2025-08-09,1480,74,92,1377,222,1332,1332,165,0.10746945987342986,296,14,7390,2395,2143,222,0.08311917955957572,63,72,0.7512896671804684,74,20,37,7,1628,51
HC-1009,2025-08-10,1716,234,129,1758,390,1014,1170,190,0.10885558775032267,312,15,10265,4840,1166,546,0.17094861184185753,35,72,0.41810417925851945,78,20,39,7,1092,93
HC-1009,2025-08-11,1349,142,42,1739,213,781,639,152,0.09694684575293003,284,14,8630,5694,1080,426,0.273700437328447,35,72,0.4544223201968351,71,32,35,7,1278,70
HC-1009,2025-08-12,1701,162,49,1349,162,1215,648,216,0.10702324787573353,324,16,9601,4288,2902,648,0.441558804279046,34,72,0.7514144115788695,81,41,40,8,1944,116
HC-1009,2025-08-13,1098,122,66,1076,305,1037,610,190,0.053875499457837726,244,12,8986,3846,898,488,0.4418779437931518,41,72,0.6151723485268107,61,37,30,6,1769,57
HC-1009,2025-08-14,1185,79,86,1470,237,1264,632,247,0.113705865531101,316,15,11491,3541,1579,474,0.22425925769813027,60,72,0.9121552234811069,79,38,39,7,1501,52
HC-1009,2025-08-15,1863,162,76,1270,243,810,1458,197,0.11318741154768204,324,16,11525,5418,2449,486,0.36778846065824683,67,72,0.46317546776475893,81,39,40,8,1377,73
HC-1009,2025-08-16,1040,195,121,1401,325,780,975,152,0.11491572735254665,260,13,6767,4142,2597,130,0.25410301317941403,53,72,0.44806308045056054,65,33,32,6,1430,72
HC-1009,2025-08-17,1309,154,63,1735,385,1155,924,124,0.10159988690253499,308,15,8775,5129,894,154,0.13970074241784783,32,72,0.41210927509634243,77,20,38,7,2156,99
HC-1009,2025-08-18,1632,204,34,1666,272,952,680,156,0.09691421325248503,272,13,3648,4897,1665,204,0.46765470273859144,65,72,0.6336747669945433,68,21,34,6,816,86
HC-1009,2025-08-19,1230,246,64,1767,164,984,1066,173,0.08930545374760261,328,16,10654,4018,1678,656,0.4192640763161694,32,72,0.6440526857525699,82,15,41,8,820,52
HC-1009,2025-08-20,1276,174,83,1250,232,696,696,212,0.07873891704128635,232,11,7674,5068,1644,406,0.4978993457855228,47,72,0.6336147896062224,58,19,29,5,1276,76
HC-1009,2025-08-21,1848,231,89,1207,154,847,693,129,0.08671632950088637,308,15,6375,1917,2116,308,0.2700037269455234,62,72,0.8668304023505169,77,42,38,7,770,60
HC-1009,2025-08-22,1925,77,97,1358,308,847,1309,183,0.07018003569569735,308,15,9427,1788,2835,385,0.21414805590059077,66,72,0.8011761867962974,77,16,38,7,2156,82
HC-1009,2025-08-23,1232,77,54,1735,385,1309,770,131,0.09268966234341228,308,15,6621,3082,1971,308,0.47385627747818176,46,72,0.7418971208795384,77,39,38,7,2079,46
HC-1009,2025-08-24,1040,130,98,1465,260,845,845,198,0.07805570317602903,260,13,7449,3280,1543,520,0.13835807067454697,54,72,0.8849249017794105,65,18,32,6,1430,88
HC-1009,2025-08-25,1292,204,119,1132,340,884,544,222,0.11375984308468047,272,13,8358,2523,1916,408,0.15982598922654298,37,72,0.4388740712439954,68,32,34,6,2040,66
HC-1009,2025-08-26,1062,59,67,982,118,1121,1062,123,0.09269267985636132,236,11,3198,2230,783,413,0.3761344526797933,43,72,0.6173669136340164,59,39,29,5,1593,48
HC-1009,2025-08-27,1326,234,73,1299,156,1326,858,260,0.06210426439524783,312,15,3974,1641,2671,546,0.0907951723878582,51,72,0.8765852095665037,78,42,39,7,936,81
HC-1009,2025-08-28,1680,160,56,1568,320,1520,1120,164,0.0785724903378418,320,16,7850,3829,1759,640,0.09932018248557926,41,72,0.6330688645720658,80,27,40,8,1200,50
HC-1009,2025-08-29,1540,154,109,1282,154,1155,1232,117,0.0613138648566187,308,15,11309,4996,874,385,0.360639393779917,56,72,0.7599037329258449,77,31,38,7,1771,47
HC-1009,2025-08-30,1992,83,108,1626,249,1660,1079,308,0.08274616876753761,332,16,7289,5394,2620,415,0.4932753096533335,58,72,0.4536567138535119,83,19,41,8,996,45
HC-1009,2025-08-31,986,174,79,1136,174,1044,638,145,0.09946637872187741,232,11,3954,2616,1411,290,0.2912297171630745,62,72,0.7138970646364913,58,35,29,5,1392,36
HC-1009,2025-09-01,1640,82,59,1285,164,984,902,167,0.07201817669419786,328,16,4425,5787,2354,410,0.082788581402497,51,72,0.7683061262250062,82,32,41,8,1066,97
HC-1009,2025-09-02,1296,144,112,1128,144,1152,1296,113,0.052019529278382756,288,14,10436,4778,1633,288,0.24315707806669995,38,72,0.5127977966340762,72,45,36,7,1728,86
HC-1009,2025-09-03,1512,144,114,1411,144,1152,1152,191,0.06610646843551643,288,14,4245,3095,1102,144,0.3213830456215752,47,72,0.9479739054853767,72,23,36,7,1440,55
HC-1009,2025-09-04,1206,134,39,1444,201,1139,1206,204,0.08310799160381058,268,13,4599,4929,1467,134,0.3584872717393709,31,72,0.526489797396095,67,21,33,6,737,82
HC-1009,2025-09-05,1848,77,106,1282,154,1001,924,230,0.07488988259962123,308,15,6960,1536,1868,308,0.4019721171724639,51,72,0.544260270717732,77,31,38,7,1309,48
HC-1009,2025-09-06,1620,81,85,1508,405,1296,1215,246,0.07366936065808159,324,16,10445,5625,2733,486,0.3073865002699062,58,72,0.8808050509161685,81,24,40,8,1620,99
HC-1009,2025-09-07,1638,234,129,1758,156,1482,702,283,0.11140305261278106,312,15,7107,3820,1801,624,0.2171769166665321,40,72,0.6480899943521696,78,37,39,7,1404,42
HC-1009,2025-09-08,1632,68,57,1066,340,1156,1020,222,0.07879088607904128,272,13,6214,5401,945,136,0.21811618037310054,40,72,0.944151821439538,68,38,34,6,952,77
HC-1009,2025-09-09,1785,85,126,1332,425,1615,680,209,0.11606136899997804,340,17,5767,3523,2536,510,0.2826307913998052,64,72,0.5436471901517302,85,31,42,8,1020,116
HC-1009,2025-09-10,1311,207,62,1081,276,1311,828,162,0.0849792716953355,276,13,4264,5366,1071,207,0.3817088756293336,57,72,0.9277059694426386,69,35,34,6,2001,84
HC-1009,2025-09-11,1340,134,70,1181,335,1005,1206,248,0.10927143087280117,268,13,3552,2027,2409,402,0.13415194162566946,38,72,0.9359938535391741,67,40,33,6,1407,94
HC-1009,2025-09-12,1430,65,43,1401,325,975,650,169,0.10696453100821746,260,13,7965,4963,2095,325,0.24682831673877204,37,72,0.64692402808091,65,38,32,6,1235,63
HC-1009,2025-09-13,1035,207,126,1081,345,828,690,239,0.10973593515367781,276,13,3460,5798,1813,207,0.49172602637351226,36,72,0.4306458602061241,69,45,34,6,1380,89
HC-1009,2025-09-14,870,116,111,1421,290,986,522,187,0.05562249239718964,232,11,5973,3857,3011,464,0.20893844420886787,51,72,0.5381554357318417,58,28,29,5,754,39
HC-1009,2025-09-15,1968,246,48,1687,328,1066,1476,302,0.06724718859361606,328,16,5085,1665,2431,246,0.17442380018905823,50,72,0.7997430326402497,82,43,41,8,1722,66
HC-1009,2025-09-16,1771,154,98,1282,231,1155,1078,201,0.11277228575151997,308,15,9884,2139,3151,154,0.12981518666826813,56,72,0.632674563102728,77,39,38,7,1925,79
HC-1009,2025-09-17,2025,243,111,1825,324,1215,810,227,0.11530856457716897,324,16,11513,2448,2162,324,0.09358636823982304,46,72,0.4211751972579049,81,21,40,8,2025,59
HC-1009,2025-09-18,1460,219,63,1502,365,1095,876,248,0.05150450378776301,292,14,7453,1807,824,292,0.21209746818190106,66,72,0.6462118184143226,73,36,36,7,1898,46
HC-1009,2025-09-19,1760,160,119,1411,160,960,1360,128,0.07596305384498632,320,16,4124,3591,3048,240,0.41261622438498013,32,72,0.636641359724061,80,30,40,8,960,87
HC-1009,2025-09-20,1760,80,94,1960,240,880,1200,129,0.07444483585947498,320,16,11650,4362,1583,560,0.42971724069385514,40,72,0.8090345463219516,80,43,40,8,2000,47
HC-1009,2025-09-21,1500,120,92,1352,300,780,720,173,0.09619333922989981,240,12,5261,4414,2593,120,0.31903278443598404,53,72,0.8542344455590469,60,41,30,6,660,83
HC-1009,2025-09-22,1309,231,81,1886,154,1386,1309,223,0.08353794334372051,308,15,10397,4377,2271,616,0.34134814624396564,40,72,0.7491506979408238,77,25,38,7,1155,86
HC-1009,2025-09-23,1215,243,104,1825,243,1134,1458,227,0.07400306157985362,324,16,8334,4605,2912,648,0.20240958797001335,32,72,0.4571487314389788,81,37,40,8,1377,54
HC-1009,2025-09-24,1944,81,66,1508,324,1458,729,160,0.07506622099956599,324,16,5095,5450,1836,486,0.4054083685356963,28,72,0.6659437618780633,81,30,40,8,1782,69
HC-1009,2025-09-25,870,174,88,909,290,1160,580,191,0.09252410569751651,232,11,5830,4837,2533,232,0.1512328621813796,50,72,0.8446230520210549,58,40,29,5,1682,50
