customer_id,organization_name,org_type,specialty,segment,num_providers,num_locations,patients_per_month,mrr,tenure_months,health_score,signup_date,contract_type,ehr_system,ehr_integrated,compliance_certifications,payment_status,champion_title,champion_exists,implementation_status,competing_systems
HC-1128,Community Healthcare Associates,Telehealth Provider,Primary Care,SMB,14,4,2044,6157,32,49,2024-12-27,3-year,Cerner,True,"['Meaningful Use', 'HIPAA', 'State Privacy Laws']",current,COO,False,configuration,None
HC-1129,Premier Health Associates,Urgent Care,Multi-specialty,SMB,15,3,3240,4930,7,48,2024-02-14,3-year,NextGen,False,"['State Privacy Laws', 'HITECH']",excellent,Practice Manager,True,configuration,None
HC-1130,Community Health System,Private Practice,Oncology,SMB,8,1,1960,3542,42,78,2024-05-16,annual,Epic,True,"['State Privacy Laws', 'Meaningful Use']",current,Chief Medical Officer,True,full_adoption,Considering switch
HC-1131,Community Medical Center,Telehealth Provider,Multi-specialty,SMB,4,3,1080,7448,40,65,2024-02-07,annual,Allscripts,True,['HIPAA'],past_due,Chief Medical Officer,True,live,Using legacy system alongside
HC-1132,Premier Care System,Private Practice,Multi-specialty,SMB,14,2,3640,3269,16,84,2024-09-16,3-year,Epic,True,"['HITECH', 'Meaningful Use', 'State Privacy Laws']",current,Practice Manager,False,configuration,Using legacy system alongside
HC-1133,Advanced Care Associates,Hospital System,Multi-specialty,Enterprise,300,3,33600,44430,13,57,2025-01-30,monthly,Allscripts,True,['Meaningful Use'],current,IT Director,True,configuration,Using legacy system alongside
HC-1134,Integrated Health Associates,Hospital System,Orthopedics,Enterprise,367,12,104228,23436,16,95,2025-07-12,3-year,Allscripts,False,"['HIPAA', 'Meaningful Use']",current,Director of Operations,True,configuration,Using legacy system alongside
HC-1135,Premier Care Group,Specialty Center,Multi-specialty,Mid-Market,14,2,3864,15816,3,64,2024-12-25,annual,eClinicalWorks,False,['State Privacy Laws'],current,COO,True,full_adoption,Using legacy system alongside
HC-1136,Regional Health Associates,Telehealth Provider,Oncology,SMB,17,1,4760,1204,46,54,2025-06-09,monthly,NextGen,True,"['HITECH', 'HIPAA', 'State Privacy Laws']",current,COO,False,full_adoption,None
HC-1137,Regional Medical Partners,Clinic Network,Oncology,Mid-Market,46,14,12420,17260,6,78,2025-01-27,annual,Athenahealth,False,['HITECH'],excellent,IT Director,False,configuration,Using legacy system alongside
HC-1138,Regional Medical System,Specialty Center,Oncology,Mid-Market,13,2,2106,21220,45,85,2025-02-11,monthly,Allscripts,True,"['State Privacy Laws', 'HIPAA', 'Meaningful Use']",current,Practice Manager,False,training,Considering switch
HC-1139,Integrated Health Partners,Urgent Care,Mental Health,SMB,7,1,1071,2296,47,62,2025-04-01,annual,Cerner,True,"['State Privacy Laws', 'Meaningful Use', 'HITECH']",current,Chief Medical Officer,True,live,Evaluating alternatives
HC-1140,Integrated Medical Associates,Hospital System,Cardiology,Enterprise,468,3,84708,75081,17,63,2024-11-23,3-year,NextGen,True,"['HIPAA', 'State Privacy Laws']",current,COO,True,configuration,Using legacy system alongside
HC-1141,Community Healthcare System,Clinic Network,Pediatrics,Mid-Market,82,11,19762,9675,37,73,2024-05-04,3-year,Cerner,True,['HITECH'],current,IT Director,False,live,Using legacy system alongside
HC-1142,Premier Healthcare Associates,Urgent Care,Orthopedics,SMB,3,4,807,1855,9,54,2024-03-29,3-year,Epic,False,"['Meaningful Use', 'State Privacy Laws']",current,IT Director,True,full_adoption,Considering switch
HC-1143,Regional Medical Partners,Urgent Care,Cardiology,SMB,7,2,1624,6971,26,57,2025-04-05,3-year,eClinicalWorks,True,"['State Privacy Laws', 'HIPAA', 'Meaningful Use']",excellent,Chief Medical Officer,False,full_adoption,None
HC-1144,Premier Medical Partners,Hospital System,Orthopedics,Enterprise,163,19,23472,75455,32,68,2024-06-14,3-year,Allscripts,True,"['HITECH', 'Meaningful Use', 'State Privacy Laws']",current,Practice Manager,True,configuration,Evaluating alternatives
HC-1145,Premier Healthcare Group,Telehealth Provider,Mental Health,SMB,14,4,1470,1812,24,58,2025-06-30,annual,Epic,False,"['HITECH', 'State Privacy Laws', 'HIPAA']",excellent,Chief Medical Officer,False,configuration,None
HC-1146,Regional Health System,Hospital System,Mental Health,Enterprise,412,6,77456,66756,42,75,2024-08-03,monthly,Athenahealth,False,"['HIPAA', 'HITECH']",excellent,COO,True,configuration,Using legacy system alongside
HC-1147,Community Care Partners,Specialty Center,Multi-specialty,Mid-Market,40,3,10760,19870,10,71,2024-03-15,annual,NextGen,False,['HITECH'],current,IT Director,True,full_adoption,Considering switch
HC-1148,Community Healthcare System,Specialty Center,Orthopedics,Mid-Market,86,2,25198,5294,32,52,2024-11-16,annual,NextGen,True,"['State Privacy Laws', 'HITECH']",current,Chief Medical Officer,True,configuration,None
HC-1149,Community Care Center,Private Practice,Mental Health,SMB,14,3,2366,5270,19,69,2025-04-05,annual,Cerner,False,['HIPAA'],current,Practice Manager,True,configuration,Considering switch
HC-1150,Integrated Medical Group,Urgent Care,Oncology,SMB,6,4,726,5584,4,39,2025-08-14,annual,NextGen,False,"['HITECH', 'HIPAA']",current,IT Director,False,full_adoption,Considering switch
HC-1151,Integrated Health Center,Private Practice,Emergency Medicine,SMB,18,4,5256,1385,22,65,2025-06-01,monthly,eClinicalWorks,False,['HITECH'],excellent,COO,False,configuration,None
HC-1152,Advanced Care System,Hospital System,Multi-specialty,Enterprise,213,11,59427,40338,12,46,2024-10-19,3-year,Athenahealth,True,['HIPAA'],past_due,IT Director,True,training,Using legacy system alongside
HC-1153,Advanced Care Partners,Telehealth Provider,Primary Care,SMB,3,3,384,1953,4,36,2025-02-14,annual,Epic,True,"['HITECH', 'Meaningful Use', 'State Privacy Laws']",past_due,Practice Manager,False,full_adoption,Considering switch
HC-1154,Advanced Health Group,Urgent Care,Cardiology,SMB,3,3,549,6306,22,50,2025-02-07,3-year,Allscripts,False,"['State Privacy Laws', 'HIPAA']",current,Chief Medical Officer,False,full_adoption,None
HC-1155,Regional Medical Partners,Hospital System,Multi-specialty,Enterprise,352,19,70400,31335,20,45,2025-06-15,annual,eClinicalWorks,False,['HITECH'],current,Director of Operations,False,configuration,Evaluating alternatives
HC-1156,Premier Healthcare System,Specialty Center,Oncology,Mid-Market,24,1,6912,16425,35,88,2025-06-03,annual,Athenahealth,True,"['Meaningful Use', 'State Privacy Laws', 'HITECH']",current,IT Director,True,live,Using legacy system alongside
HC-1157,Regional Care System,Private Practice,Mental Health,SMB,15,4,3660,1484,29,92,2024-01-28,annual,Athenahealth,False,"['State Privacy Laws', 'Meaningful Use']",past_due,COO,True,training,None
HC-1158,Integrated Medical System,Urgent Care,Emergency Medicine,SMB,13,2,1599,1192,3,39,2024-05-31,annual,NextGen,True,['HIPAA'],current,COO,True,live,Evaluating alternatives
HC-1159,Integrated Healthcare Associates,Hospital System,Orthopedics,Enterprise,389,2,42012,49531,38,87,2025-02-26,annual,NextGen,True,['Meaningful Use'],current,COO,True,full_adoption,None
HC-1160,Community Medical System,Telehealth Provider,Oncology,SMB,19,3,3097,2513,18,85,2025-05-04,annual,Athenahealth,True,"['State Privacy Laws', 'HIPAA']",current,IT Director,False,configuration,Using legacy system alongside
HC-1161,Advanced Care Group,Telehealth Provider,Pediatrics,SMB,7,3,1645,3996,11,61,2024-10-12,monthly,Athenahealth,True,"['HITECH', 'Meaningful Use']",excellent,Director of Operations,True,training,Considering switch
HC-1162,Integrated Healthcare System,Private Practice,Mental Health,SMB,17,1,3145,5929,28,59,2024-10-21,annual,Epic,True,"['Meaningful Use', 'HITECH', 'State Privacy Laws']",current,Chief Medical Officer,True,configuration,None
HC-1163,Regional Healthcare Associates,Private Practice,Mental Health,SMB,2,4,514,6364,33,52,2025-05-05,annual,Cerner,True,['State Privacy Laws'],excellent,COO,True,configuration,Evaluating alternatives
HC-1164,Premier Medical Group,Hospital System,Primary Care,Enterprise,171,12,41382,31369,34,81,2025-06-27,monthly,Cerner,True,"['HITECH', 'HIPAA', 'State Privacy Laws']",current,IT Director,True,configuration,Considering switch
HC-1165,Community Health System,Hospital System,Orthopedics,Enterprise,311,9,62822,67296,31,71,2025-02-20,annual,NextGen,False,"['Meaningful Use', 'State Privacy Laws']",current,Chief Medical Officer,False,configuration,Using legacy system alongside
HC-1166,Regional Health System,Private Practice,Pediatrics,SMB,16,4,3616,750,7,50,2025-07-01,annual,NextGen,True,"['HIPAA', 'Meaningful Use', 'HITECH']",past_due,Chief Medical Officer,True,live,Considering switch
HC-1167,Community Healthcare Center,Specialty Center,Primary Care,Mid-Market,50,1,5550,9109,23,51,2024-11-01,annual,Athenahealth,True,"['HIPAA', 'HITECH', 'State Privacy Laws']",current,IT Director,True,full_adoption,Evaluating alternatives
HC-1168,Integrated Healthcare Group,Urgent Care,Cardiology,SMB,14,4,3052,2427,32,90,2024-12-04,annual,Cerner,False,"['Meaningful Use', 'State Privacy Laws', 'HITECH']",current,Chief Medical Officer,False,live,Using legacy system alongside
HC-1169,Premier Medical Group,Private Practice,Emergency Medicine,SMB,10,3,2300,1582,28,49,2025-03-13,annual,Athenahealth,True,"['HIPAA', 'HITECH']",current,Practice Manager,True,training,Evaluating alternatives
HC-1170,Advanced Medical Center,Specialty Center,Mental Health,Mid-Market,85,1,21930,12005,24,59,2025-01-27,annual,Cerner,True,"['State Privacy Laws', 'HITECH']",excellent,Director of Operations,True,live,Using legacy system alongside
HC-1171,Advanced Medical Center,Telehealth Provider,Cardiology,SMB,18,2,3510,7590,41,75,2025-04-21,annual,Allscripts,True,['Meaningful Use'],excellent,COO,False,configuration,None
HC-1172,Advanced Healthcare System,Telehealth Provider,Pediatrics,SMB,7,1,1883,4890,12,42,2024-08-12,annual,Cerner,False,"['HITECH', 'Meaningful Use']",current,COO,False,configuration,Considering switch
HC-1173,Premier Care System,Telehealth Provider,Pediatrics,SMB,5,2,930,7395,42,83,2024-09-10,3-year,NextGen,True,"['HIPAA', 'State Privacy Laws', 'HITECH']",excellent,COO,True,configuration,None
HC-1174,Regional Health System,Urgent Care,Pediatrics,SMB,16,2,2928,513,2,58,2025-08-09,annual,Athenahealth,True,['HITECH'],current,Director of Operations,False,full_adoption,None
HC-1175,Community Care Center,Telehealth Provider,Multi-specialty,SMB,6,4,1752,2546,40,51,2024-02-26,annual,eClinicalWorks,True,['Meaningful Use'],current,IT Director,False,live,Considering switch
HC-1176,Advanced Health Associates,Telehealth Provider,Mental Health,SMB,15,2,2880,3139,10,51,2024-01-04,monthly,NextGen,True,['HIPAA'],current,Practice Manager,False,full_adoption,Using legacy system alongside
HC-1177,Regional Health Center,Telehealth Provider,Multi-specialty,SMB,12,1,3288,6552,37,51,2024-02-02,annual,Allscripts,False,"['HITECH', 'HIPAA']",current,IT Director,False,configuration,Considering switch
HC-1178,Integrated Care Center,Specialty Center,Orthopedics,Mid-Market,15,2,4320,5619,20,89,2024-12-22,monthly,Epic,True,['Meaningful Use'],excellent,COO,True,training,Evaluating alternatives
HC-1179,Regional Healthcare Associates,Hospital System,Emergency Medicine,Enterprise,168,5,49896,16058,37,92,2025-06-28,monthly,eClinicalWorks,True,['HITECH'],current,IT Director,True,configuration,Evaluating alternatives
HC-1180,Community Health Center,Private Practice,Emergency Medicine,SMB,19,2,2698,1739,34,64,2024-01-17,3-year,Cerner,True,['HIPAA'],current,Practice Manager,True,live,Considering switch
HC-1181,Regional Medical Center,Urgent Care,Emergency Medicine,SMB,13,4,2379,5913,23,84,2025-03-25,annual,Cerner,True,"['HITECH', 'HIPAA', 'State Privacy Laws']",current,COO,False,configuration,Evaluating alternatives
HC-1182,Premier Healthcare System,Telehealth Provider,Oncology,SMB,2,2,214,1514,29,71,2024-08-30,3-year,Allscripts,True,['HITECH'],current,IT Director,False,configuration,Using legacy system alongside
HC-1183,Premier Medical Associates,Hospital System,Multi-specialty,Enterprise,267,8,68619,74818,18,56,2024-02-18,3-year,Allscripts,False,"['Meaningful Use', 'State Privacy Laws', 'HITECH']",current,IT Director,False,full_adoption,Evaluating alternatives
HC-1184,Integrated Medical System,Private Practice,Multi-specialty,SMB,5,4,500,7444,19,70,2024-09-03,3-year,Cerner,True,"['HITECH', 'Meaningful Use']",current,Practice Manager,True,full_adoption,Considering switch
HC-1185,Premier Medical Associates,Urgent Care,Pediatrics,SMB,3,1,873,5605,6,48,2024-09-18,annual,Cerner,False,"['HIPAA', 'HITECH']",past_due,Director of Operations,True,live,Evaluating alternatives
HC-1186,Advanced Care System,Hospital System,Primary Care,Enterprise,373,4,83552,76025,38,85,2024-03-15,annual,Cerner,False,"['HITECH', 'Meaningful Use', 'HIPAA']",past_due,Director of Operations,False,configuration,None
HC-1187,Community Health Associates,Clinic Network,Pediatrics,Mid-Market,92,7,16008,22772,1,43,2024-07-28,monthly,eClinicalWorks,True,['State Privacy Laws'],current,Director of Operations,True,full_adoption,Considering switch
HC-1188,Advanced Healthcare Partners,Urgent Care,Oncology,SMB,2,2,268,4900,44,77,2025-06-09,annual,eClinicalWorks,True,"['HIPAA', 'State Privacy Laws']",current,IT Director,False,configuration,Evaluating alternatives
HC-1189,Advanced Care Center,Private Practice,Pediatrics,SMB,10,4,1840,1526,26,47,2024-05-29,3-year,Epic,False,"['Meaningful Use', 'HITECH']",past_due,Chief Medical Officer,True,training,Using legacy system alongside
HC-1190,Integrated Medical Associates,Clinic Network,Oncology,Mid-Market,14,12,2058,21353,37,54,2024-09-20,annual,eClinicalWorks,True,"['Meaningful Use', 'HITECH', 'HIPAA']",current,Director of Operations,False,training,Evaluating alternatives
HC-1191,Premier Care Group,Telehealth Provider,Primary Care,SMB,13,3,3510,5486,45,60,2025-06-20,annual,Epic,False,['HIPAA'],current,Practice Manager,False,full_adoption,Evaluating alternatives
HC-1192,Community Health Group,Telehealth Provider,Primary Care,SMB,5,1,750,1214,15,43,2024-08-11,annual,Athenahealth,True,"['State Privacy Laws', 'HIPAA']",current,COO,True,full_adoption,Considering switch
HC-1193,Regional Care Center,Hospital System,Primary Care,Enterprise,422,3,53172,43211,29,86,2025-06-26,annual,NextGen,True,"['State Privacy Laws', 'HIPAA']",current,COO,True,full_adoption,Evaluating alternatives
HC-1194,Regional Medical Group,Hospital System,Pediatrics,Enterprise,126,11,23814,38171,25,69,2025-06-23,monthly,Allscripts,False,"['State Privacy Laws', 'HITECH']",past_due,Practice Manager,True,configuration,Considering switch
HC-1195,Premier Medical Group,Specialty Center,Mental Health,Mid-Market,72,4,19368,23743,42,95,2024-03-23,annual,NextGen,True,"['HIPAA', 'Meaningful Use', 'HITECH']",past_due,IT Director,True,full_adoption,Considering switch
HC-1196,Regional Medical Center,Hospital System,Multi-specialty,Enterprise,222,9,32412,28673,13,94,2025-03-20,annual,NextGen,True,"['HIPAA', 'State Privacy Laws']",current,Practice Manager,True,training,Evaluating alternatives
HC-1197,Premier Care Partners,Telehealth Provider,Primary Care,SMB,11,2,2761,3131,16,88,2024-03-17,annual,NextGen,True,"['HIPAA', 'Meaningful Use']",current,Director of Operations,False,live,Evaluating alternatives
HC-1198,Community Care Center,Urgent Care,Mental Health,SMB,8,4,1504,3773,18,58,2024-06-15,monthly,Athenahealth,True,['Meaningful Use'],current,COO,True,configuration,Considering switch
HC-1199,Community Health System,Telehealth Provider,Oncology,SMB,13,2,3380,1749,21,56,2024-02-24,monthly,Epic,True,"['HITECH', 'HIPAA']",current,Director of Operations,True,full_adoption,Using legacy system alongside
HC-1200,Advanced Care Associates,Hospital System,Pediatrics,Enterprise,187,2,33099,24160,13,96,2024-12-30,annual,Athenahealth,True,"['Meaningful Use', 'HIPAA']",current,COO,True,full_adoption,None
HC-1201,Advanced Medical Center,Urgent Care,Cardiology,SMB,8,4,984,4508,46,58,2024-10-01,annual,Cerner,True,"['HITECH', 'State Privacy Laws']",current,IT Director,True,configuration,Using legacy system alongside
HC-1202,Regional Health Partners,Hospital System,Multi-specialty,Enterprise,281,9,55076,61820,36,42,2025-01-03,annual,Allscripts,True,['HITECH'],current,Practice Manager,True,training,Considering switch
HC-1203,Premier Care Center,Specialty Center,Primary Care,Mid-Market,58,3,16646,8713,5,63,2024-04-01,annual,Allscripts,True,"['HIPAA', 'State Privacy Laws', 'HITECH']",current,IT Director,False,live,Using legacy system alongside
HC-1204,Integrated Health System,Specialty Center,Pediatrics,Mid-Market,53,2,8321,7428,3,41,2025-08-08,monthly,Athenahealth,True,['Meaningful Use'],current,Chief Medical Officer,False,training,Using legacy system alongside
HC-1205,Advanced Care Group,Private Practice,Cardiology,SMB,9,1,1287,1161,36,44,2024-06-20,annual,eClinicalWorks,False,"['Meaningful Use', 'HITECH']",current,IT Director,True,live,Using legacy system alongside
HC-1206,Community Care System,Private Practice,Pediatrics,SMB,17,4,4148,3583,16,51,2025-04-13,annual,Epic,False,['State Privacy Laws'],current,Practice Manager,True,full_adoption,Using legacy system alongside
HC-1207,Integrated Healthcare Associates,Urgent Care,Oncology,SMB,9,4,936,5225,20,79,2025-03-16,annual,NextGen,False,"['HITECH', 'Meaningful Use', 'State Privacy Laws']",current,COO,True,training,Considering switch
HC-1208,Community Care Partners,Private Practice,Mental Health,SMB,19,4,2489,5051,33,92,2025-05-17,annual,Athenahealth,True,['State Privacy Laws'],current,IT Director,True,configuration,Considering switch
HC-1209,Regional Medical System,Private Practice,Orthopedics,SMB,19,2,3135,7392,41,60,2025-07-17,3-year,Epic,True,"['Meaningful Use', 'State Privacy Laws', 'HIPAA']",current,IT Director,True,configuration,None
HC-1210,Integrated Medical Partners,Specialty Center,Pediatrics,Mid-Market,32,2,9440,23073,18,94,2024-09-15,3-year,NextGen,True,['Meaningful Use'],excellent,IT Director,False,live,Considering switch
HC-1211,Integrated Care System,Urgent Care,Emergency Medicine,SMB,11,2,1628,4607,42,77,2025-07-10,annual,Epic,True,"['HIPAA', 'Meaningful Use']",current,Chief Medical Officer,False,configuration,Evaluating alternatives
HC-1212,Premier Health System,Telehealth Provider,Emergency Medicine,SMB,4,3,424,4419,14,48,2024-12-05,annual,eClinicalWorks,True,['HIPAA'],current,Practice Manager,True,configuration,Evaluating alternatives
HC-1213,Premier Medical Associates,Urgent Care,Oncology,SMB,19,1,2356,4861,2,44,2025-02-04,3-year,eClinicalWorks,False,"['HITECH', 'Meaningful Use', 'HIPAA']",current,IT Director,True,live,Using legacy system alongside
HC-1214,Regional Health Group,Specialty Center,Oncology,Mid-Market,63,1,14112,13429,3,54,2024-11-15,3-year,Allscripts,True,"['HITECH', 'State Privacy Laws']",current,IT Director,True,configuration,Considering switch
HC-1215,Integrated Care Partners,Hospital System,Cardiology,Enterprise,74,12,12358,46822,45,99,2024-11-03,3-year,Epic,True,"['HIPAA', 'Meaningful Use', 'HITECH']",current,Practice Manager,True,training,Evaluating alternatives
HC-1216,Community Medical Partners,Urgent Care,Emergency Medicine,SMB,19,1,3021,3536,6,71,2025-04-18,monthly,Cerner,True,"['HITECH', 'HIPAA']",current,IT Director,True,full_adoption,None
HC-1217,Premier Medical Associates,Telehealth Provider,Emergency Medicine,SMB,6,2,654,2453,25,41,2025-02-02,3-year,Epic,True,"['HITECH', 'HIPAA', 'Meaningful Use']",current,Practice Manager,False,live,Evaluating alternatives
HC-1218,Advanced Medical Associates,Private Practice,Cardiology,SMB,10,2,2480,5718,9,67,2024-09-25,annual,NextGen,True,"['State Privacy Laws', 'Meaningful Use']",current,IT Director,True,full_adoption,None
HC-1219,Advanced Care System,Private Practice,Orthopedics,SMB,5,3,695,2138,17,76,2024-10-31,annual,Athenahealth,True,"['HIPAA', 'State Privacy Laws', 'Meaningful Use']",current,Director of Operations,False,live,Evaluating alternatives
HC-1220,Regional Medical Partners,Private Practice,Orthopedics,SMB,19,3,4085,7730,35,46,2025-06-07,annual,eClinicalWorks,False,"['HITECH', 'State Privacy Laws']",current,IT Director,False,full_adoption,Evaluating alternatives
HC-1221,Premier Medical System,Specialty Center,Orthopedics,Mid-Market,64,2,10304,9481,27,60,2025-05-16,annual,Allscripts,True,['HITECH'],current,Director of Operations,True,full_adoption,None
HC-1222,Regional Care Group,Private Practice,Pediatrics,SMB,6,2,672,6708,21,65,2025-01-28,annual,Athenahealth,True,"['Meaningful Use', 'HITECH', 'State Privacy Laws']",current,IT Director,True,full_adoption,Considering switch
HC-1223,Regional Health Group,Clinic Network,Mental Health,Mid-Market,90,4,25830,16234,11,60,2024-02-03,3-year,Allscripts,True,['State Privacy Laws'],current,Chief Medical Officer,False,full_adoption,Considering switch
HC-1224,Premier Health System,Urgent Care,Cardiology,SMB,7,1,840,3101,42,52,2024-10-01,3-year,Athenahealth,False,"['HIPAA', 'State Privacy Laws']",current,IT Director,False,training,Considering switch
HC-1225,Community Healthcare Center,Hospital System,Multi-specialty,Enterprise,109,18,13952,18631,33,49,2024-09-26,monthly,Allscripts,False,['Meaningful Use'],current,Practice Manager,True,training,Evaluating alternatives
HC-1226,Premier Healthcare System,Telehealth Provider,Emergency Medicine,SMB,3,1,858,1275,22,47,2024-06-18,annual,Athenahealth,True,['HITECH'],current,Chief Medical Officer,True,live,Using legacy system alongside
HC-1227,Advanced Medical Partners,Urgent Care,Mental Health,SMB,13,1,2418,7092,37,47,2024-10-23,monthly,Athenahealth,False,"['HIPAA', 'Meaningful Use']",current,IT Director,False,live,Using legacy system alongside
HC-1228,Community Medical Group,Telehealth Provider,Orthopedics,SMB,4,1,464,3211,5,39,2024-11-25,annual,Cerner,True,"['Meaningful Use', 'HITECH', 'HIPAA']",excellent,COO,False,configuration,Considering switch
HC-1229,Integrated Health Center,Specialty Center,Emergency Medicine,Mid-Market,92,1,11684,10510,43,97,2025-06-11,annual,NextGen,False,"['State Privacy Laws', 'HITECH']",current,IT Director,True,configuration,None
HC-1230,Regional Care Partners,Telehealth Provider,Cardiology,SMB,16,3,3376,5587,28,56,2025-07-01,annual,eClinicalWorks,True,['Meaningful Use'],excellent,Chief Medical Officer,False,full_adoption,Using legacy system alongside
HC-1231,Advanced Healthcare System,Private Practice,Orthopedics,SMB,4,1,540,4132,4,33,2025-08-02,annual,eClinicalWorks,True,"['HIPAA', 'Meaningful Use']",current,Practice Manager,False,full_adoption,None
HC-1232,Community Care Associates,Hospital System,Primary Care,Enterprise,198,2,47322,35131,27,79,2025-03-14,annual,Cerner,True,"['HITECH', 'State Privacy Laws', 'Meaningful Use']",current,Chief Medical Officer,False,configuration,None
HC-1233,Advanced Healthcare Center,Telehealth Provider,Oncology,SMB,3,4,327,1022,15,56,2024-06-18,annual,Epic,True,"['State Privacy Laws', 'Meaningful Use']",current,Chief Medical Officer,True,full_adoption,None
HC-1234,Regional Health Group,Telehealth Provider,Multi-specialty,SMB,19,4,4883,3337,20,60,2024-03-20,monthly,Cerner,False,"['HITECH', 'State Privacy Laws', 'Meaningful Use']",current,Practice Manager,True,live,Using legacy system alongside
HC-1235,Integrated Medical Associates,Hospital System,Cardiology,Enterprise,81,12,17658,69493,39,88,2024-08-22,3-year,eClinicalWorks,True,['HIPAA'],past_due,Practice Manager,True,configuration,Using legacy system alongside
HC-1236,Community Care Group,Private Practice,Orthopedics,SMB,9,3,1827,801,46,46,2024-03-11,annual,Athenahealth,True,"['HIPAA', 'State Privacy Laws', 'Meaningful Use']",current,IT Director,False,configuration,Evaluating alternatives
HC-1237,Community Care System,Telehealth Provider,Multi-specialty,SMB,14,3,1414,4037,29,60,2024-08-10,monthly,Epic,False,['HITECH'],current,Practice Manager,True,full_adoption,Using legacy system alongside
HC-1238,Advanced Medical Group,Specialty Center,Mental Health,Mid-Market,53,4,14310,15517,37,72,2024-03-27,annual,Cerner,True,"['State Privacy Laws', 'Meaningful Use', 'HIPAA']",current,Director of Operations,True,training,Evaluating alternatives
HC-1239,Integrated Healthcare Center,Telehealth Provider,Pediatrics,SMB,13,4,2951,1804,37,86,2025-05-21,annual,eClinicalWorks,True,['HITECH'],current,IT Director,False,live,None
HC-1240,Advanced Medical Associates,Private Practice,Emergency Medicine,SMB,2,4,406,6519,35,71,2025-01-09,3-year,Athenahealth,True,"['HITECH', 'Meaningful Use', 'HIPAA']",current,Practice Manager,False,live,None
HC-1241,Community Health Center,Private Practice,Emergency Medicine,SMB,8,4,2032,6350,2,60,2025-06-02,annual,Allscripts,True,"['Meaningful Use', 'HITECH', 'State Privacy Laws']",current,Practice Manager,False,training,Using legacy system alongside
HC-1242,Advanced Health System,Hospital System,Pediatrics,Enterprise,103,11,11639,50851,34,92,2024-06-08,annual,Athenahealth,False,"['Meaningful Use', 'State Privacy Laws']",current,Practice Manager,True,configuration,Considering switch
HC-1243,Community Health Group,Telehealth Provider,Cardiology,SMB,5,4,1155,1904,20,49,2025-03-20,annual,Epic,True,"['HIPAA', 'HITECH']",current,Chief Medical Officer,True,live,None
HC-1244,Community Health Group,Telehealth Provider,Multi-specialty,SMB,8,4,1096,2952,46,43,2024-12-21,annual,Athenahealth,True,"['State Privacy Laws', 'HIPAA', 'HITECH']",current,Chief Medical Officer,True,configuration,None
HC-1245,Advanced Care Partners,Hospital System,Cardiology,Enterprise,63,2,11277,18586,4,75,2024-09-26,annual,NextGen,True,"['HIPAA', 'HITECH', 'State Privacy Laws']",current,COO,True,configuration,None
HC-1246,Premier Medical Partners,Specialty Center,Orthopedics,Mid-Market,72,4,17928,10997,24,84,2024-09-18,annual,Epic,False,"['HIPAA', 'Meaningful Use', 'State Privacy Laws']",past_due,Practice Manager,True,live,Evaluating alternatives
HC-1247,Integrated Healthcare Associates,Hospital System,Orthopedics,Enterprise,481,17,92833,31044,33,57,2024-07-02,annual,Epic,False,"['Meaningful Use', 'HIPAA', 'HITECH']",excellent,Chief Medical Officer,False,full_adoption,Using legacy system alongside
HC-1248,Regional Healthcare Center,Private Practice,Primary Care,SMB,14,4,3416,4756,6,43,2024-07-02,annual,Cerner,True,"['HIPAA', 'HITECH', 'Meaningful Use']",current,IT Director,False,configuration,Using legacy system alongside
HC-1249,Regional Care Center,Private Practice,Oncology,SMB,12,1,2268,6780,16,44,2024-07-24,annual,Allscripts,False,"['State Privacy Laws', 'Meaningful Use', 'HIPAA']",current,IT Director,False,configuration,Considering switch
HC-1250,Premier Medical Group,Clinic Network,Primary Care,Mid-Market,79,3,11850,23284,19,81,2025-02-23,annual,Epic,False,['State Privacy Laws'],past_due,Practice Manager,True,configuration,None
HC-1251,Integrated Healthcare Center,Telehealth Provider,Pediatrics,SMB,18,2,3114,7560,5,55,2025-06-26,annual,Cerner,True,"['Meaningful Use', 'HIPAA']",excellent,Chief Medical Officer,False,configuration,None
HC-1252,Community Care Partners,Hospital System,Multi-specialty,Enterprise,329,14,65471,18384,6,80,2024-03-27,annual,Athenahealth,True,['HITECH'],past_due,IT Director,False,live,None
HC-1253,Community Medical Partners,Specialty Center,Mental Health,Mid-Market,45,2,11295,20261,44,81,2024-11-18,monthly,eClinicalWorks,True,"['State Privacy Laws', 'HITECH', 'Meaningful Use']",current,Director of Operations,False,training,None
HC-1254,Community Health Group,Clinic Network,Cardiology,Mid-Market,19,6,3895,7014,25,52,2024-06-17,monthly,eClinicalWorks,True,"['State Privacy Laws', 'HITECH']",current,Practice Manager,True,configuration,Evaluating alternatives
HC-1255,Advanced Care Partners,Specialty Center,Cardiology,Mid-Market,66,3,19470,20892,33,66,2024-04-02,monthly,Cerner,True,"['State Privacy Laws', 'Meaningful Use', 'HIPAA']",current,Chief Medical Officer,True,configuration,Evaluating alternatives
HC-1256,Community Healthcare Associates,Hospital System,Primary Care,Enterprise,192,12,57216,56903,21,81,2024-11-02,annual,Allscripts,True,['HIPAA'],current,IT Director,False,full_adoption,Evaluating alternatives
HC-1257,Integrated Health Group,Hospital System,Cardiology,Enterprise,118,17,21948,79642,26,76,2024-01-13,annual,Epic,False,['HITECH'],current,Chief Medical Officer,True,full_adoption,Using legacy system alongside
