email_id,customer_id,interaction_id,date,thread_content,sentiment,escalation_level
EMAIL-1084,HC-1070,TICKET-5281,2024-04-25,"From: Provider <provider@advancedcareassociates.com>
Date: 2024-04-25
Subject: URGENT: Prescription Workflow

This is urgent and affecting patient care.

Issue with prescription workflow This is causing significant disruption to patient care. IT Director escalating.

Staff are spending 13 extra hours per week on workarounds.

We need this resolved by end of week.

Please call me ASAP: 555-3185
Provider

============================================================
FOLLOW-UP EMAIL:
============================================================

From: Provider <provider@advancedcareassociates.com>
Date: 2024-04-28
Subject: Re: Prescription Workflow

I sent information on ticket #5281 3 days ago and haven't heard back.

This is the second time this month I've had to repeat myself. I'm spending more time explaining our problems than getting them fixed.

Our CMO just asked me if we should look at other platforms. I don't know what to tell them.

Provider",frustrated,high
EMAIL-1085,HC-1070,TICKET-5283,2025-04-27,"From: Provider <provider@advancedcareassociates.com>
Date: 2025-04-27
Subject: URGENT: Ehr Integration

I need immediate assistance with a critical issue.

Medication reconciliation data from Allscripts not flowing correctly. Providers seeing outdated medication lists. This is causing significant disruption to patient care. IT Director escalating.

Patients are complaining and it's affecting our reputation.

Our leadership is questioning whether we should continue with your platform.

Please call me ASAP: 555-8466
Provider

============================================================
FOLLOW-UP EMAIL:
============================================================

From: Provider <provider@advancedcareassociates.com>
Date: 2025-04-30
Subject: Re: Ehr Integration

I sent information on ticket #5283 3 days ago and haven't heard back.

This is the second time this month I've had to repeat myself. I'm spending more time explaining our problems than getting them fixed.

Our Board just asked me if we should look at other platforms. I don't know what to tell them.

Provider",frustrated,high
EMAIL-1086,HC-1071,TICKET-5285,2024-05-24,"From: IT Admin <it.admin@premiermedicalgroup.com>
Date: 2024-05-24
Subject: Great support experience

I wanted to reach out with some positive feedback.

The new feature you rolled out is exactly what we needed.

Interested in learning about upcoming features.

Thanks,
IT Admin",neutral,normal
EMAIL-1087,HC-1071,TICKET-5286,2024-09-18,"From: IT Admin <it.admin@premiermedicalgroup.com>
Date: 2024-09-18
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

Our providers are really happy with the improvements you've made.

Would be happy to be a reference if you need one.

Thanks,
IT Admin",positive,high
EMAIL-1088,HC-1073,TICKET-5289,2025-01-30,"From: IT Admin <it.admin@premiermedicalcenter.com>
Date: 2025-01-30
Subject: Thank you for the quick response

I wanted to reach out with some positive feedback.

The new feature you rolled out is exactly what we needed.

Interested in learning about upcoming features.

Thanks,
IT Admin",neutral,normal
EMAIL-1089,HC-1074,TICKET-5293,2025-10-02,"From: Provider <provider@premiercarepartners.com>
Date: 2025-10-02
Subject: URGENT: Clinical Documentation

This is urgent and affecting patient care.

Issue with clinical documentation This is causing significant disruption to patient care. Chief Medical Officer escalating.

This is costing us thousands in delayed revenue.

This cannot wait any longer.

Please call me ASAP: 555-6861
Provider",frustrated,high
EMAIL-1090,HC-1074,TICKET-5295,2024-10-13,"From: Front Desk <front.desk@premiercarepartners.com>
Date: 2024-10-13
Subject: URGENT: Billing Workflow

This is urgent and affecting patient care.

Insurance claims rejecting at unusually high rate (35%) - normally 10%. Major revenue impact. This is causing significant disruption to patient care. Chief Medical Officer escalating.

Patients are complaining and it's affecting our reputation.

This cannot wait any longer.

Please call me ASAP: 555-5055
Front Desk",urgent,high
EMAIL-1091,HC-1075,TICKET-5296,2024-03-30,"From: IT Admin <it.admin@integratedhealthpartners.com>
Date: 2024-03-30
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

The new feature you rolled out is exactly what we needed.

Interested in learning about upcoming features.

Thanks,
IT Admin",neutral,normal
EMAIL-1092,HC-1075,TICKET-5297,2025-10-02,"From: Provider <provider@integratedhealthpartners.com>
Date: 2025-10-02
Subject: URGENT: Appointment Reminders

We've been struggling with this for too long.

Issue with appointment reminders This is causing significant disruption to patient care. Chief Medical Officer escalating.

Patients are complaining and it's affecting our reputation.

Our leadership is questioning whether we should continue with your platform.

Please call me ASAP: 555-4160
Provider",frustrated,high
EMAIL-1093,HC-1077,TICKET-5303,2024-11-22,"From: IT Admin <it.admin@integratedhealthpartners.com>
Date: 2024-11-22
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

The new feature you rolled out is exactly what we needed.

Looking forward to continuing our partnership.

Thanks,
IT Admin",satisfied,normal
EMAIL-1094,HC-1078,TICKET-5310,2025-02-26,"From: Medical Assistant <medical.assistant@advancedmedicalcenter.com>
Date: 2025-02-26
Subject: URGENT: Billing Workflow

I need immediate assistance with a critical issue.

CPT codes not mapping correctly to NextGen procedures. Causing claim denials. This is causing significant disruption to patient care. Director of Operations escalating.

This is costing us thousands in delayed revenue.

We need this resolved by end of week.

Please call me ASAP: 555-6288
Medical Assistant",frustrated,high
EMAIL-1095,HC-1078,TICKET-5313,2025-01-24,"From: IT Admin <it.admin@advancedmedicalcenter.com>
Date: 2025-01-24
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

Your team was incredibly responsive on our recent issue.

Looking forward to continuing our partnership.

Thanks,
IT Admin",neutral,normal
EMAIL-1096,HC-1079,TICKET-5317,2024-11-07,"From: Billing Specialist <billing.specialist@regionalhealthcarepartners.com>
Date: 2024-11-07
Subject: Great support experience

I wanted to reach out with some positive feedback.

Your team was incredibly responsive on our recent issue.

Looking forward to continuing our partnership.

Thanks,
Billing Specialist",satisfied,normal
EMAIL-1097,HC-1079,TICKET-5320,2025-02-06,"From: Medical Assistant <medical.assistant@regionalhealthcarepartners.com>
Date: 2025-02-06
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

The new feature you rolled out is exactly what we needed.

Would be happy to be a reference if you need one.

Thanks,
Medical Assistant",positive,normal
EMAIL-1098,HC-1080,TICKET-5324,2025-06-07,"From: Front Desk <front.desk@regionalcaresystem.com>
Date: 2025-06-07
Subject: URGENT: Claims Management

I need immediate assistance with a critical issue.

Issue with claims management This is causing significant disruption to patient care. IT Director escalating.

This is costing us thousands in delayed revenue.

We need this resolved by end of week.

Please call me ASAP: 555-8444
Front Desk",frustrated,high
EMAIL-1099,HC-1081,TICKET-5327,2024-07-04,"From: Practice Manager <practice.manager@regionalcarepartners.com>
Date: 2024-07-04
Subject: URGENT: Hipaa Compliance

This is urgent and affecting patient care.

Need audit logs for past 6 months for compliance review. Upcoming HIPAA audit in 2 weeks. This is causing significant disruption to patient care. IT Director escalating.

Staff are spending 8 extra hours per week on workarounds.

We need this resolved by end of week.

Please call me ASAP: 555-5743
Practice Manager",frustrated,high
EMAIL-1100,HC-1081,TICKET-5331,2025-07-14,"From: Medical Assistant <medical.assistant@regionalcarepartners.com>
Date: 2025-07-14
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

Your team was incredibly responsive on our recent issue.

Would be happy to be a reference if you need one.

Thanks,
Medical Assistant",negative,normal
EMAIL-1101,HC-1081,TICKET-5333,2025-09-09,"From: Practice Manager <practice.manager@regionalcarepartners.com>
Date: 2025-09-09
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

The new feature you rolled out is exactly what we needed.

Looking forward to continuing our partnership.

Thanks,
Practice Manager",negative,normal
EMAIL-1102,HC-1081,TICKET-5334,2024-07-01,"From: IT Admin <it.admin@regionalcarepartners.com>
Date: 2024-07-01
Subject: URGENT: Patient Scheduling

We've been struggling with this for too long.

Need to block off provider time for hospital rounds but system won't allow multi-location blocking. This is causing significant disruption to patient care. IT Director escalating.

Patients are complaining and it's affecting our reputation.

We need this resolved by end of week.

Please call me ASAP: 555-4204
IT Admin",frustrated,high
EMAIL-1103,HC-1082,TICKET-5337,2025-03-13,"From: Medical Assistant <medical.assistant@communitycareassociates.com>
Date: 2025-03-13
Subject: Thank you for the quick response

I wanted to reach out with some positive feedback.

Your team was incredibly responsive on our recent issue.

Would be happy to be a reference if you need one.

Thanks,
Medical Assistant",neutral,normal
EMAIL-1104,HC-1082,TICKET-5341,2025-09-15,"From: Provider <provider@communitycareassociates.com>
Date: 2025-09-15
Subject: Great support experience

I wanted to reach out with some positive feedback.

Your team was incredibly responsive on our recent issue.

Interested in learning about upcoming features.

Thanks,
Provider",neutral,normal
EMAIL-1105,HC-1082,TICKET-5343,2024-07-03,"From: Medical Assistant <medical.assistant@communitycareassociates.com>
Date: 2024-07-03
Subject: URGENT: Claims Management

I need immediate assistance with a critical issue.

Issue with claims management This is causing significant disruption to patient care. Director of Operations escalating.

Staff are spending 7 extra hours per week on workarounds.

This cannot wait any longer.

Please call me ASAP: 555-8640
Medical Assistant",frustrated,high
EMAIL-1106,HC-1084,TICKET-5348,2024-04-26,"From: IT Admin <it.admin@regionalhealthpartners.com>
Date: 2024-04-26
Subject: Thank you for the quick response

I wanted to reach out with some positive feedback.

Your team was incredibly responsive on our recent issue.

Looking forward to continuing our partnership.

Thanks,
IT Admin",neutral,normal
EMAIL-1107,HC-1084,TICKET-5350,2025-05-05,"From: Front Desk <front.desk@regionalhealthpartners.com>
Date: 2025-05-05
Subject: Thank you for the quick response

I wanted to reach out with some positive feedback.

Our providers are really happy with the improvements you've made.

Interested in learning about upcoming features.

Thanks,
Front Desk",neutral,normal
EMAIL-1108,HC-1084,TICKET-5352,2024-02-27,"From: IT Admin <it.admin@regionalhealthpartners.com>
Date: 2024-02-27
Subject: Thank you for the quick response

I wanted to reach out with some positive feedback.

Your team was incredibly responsive on our recent issue.

Looking forward to continuing our partnership.

Thanks,
IT Admin",positive,normal
EMAIL-1109,HC-1085,TICKET-5355,2025-01-19,"From: Front Desk <front.desk@communitymedicalsystem.com>
Date: 2025-01-19
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

Our providers are really happy with the improvements you've made.

Interested in learning about upcoming features.

Thanks,
Front Desk",positive,normal
EMAIL-1110,HC-1086,TICKET-5358,2024-11-05,"From: Practice Manager <practice.manager@integratedhealthgroup.com>
Date: 2024-11-05
Subject: Thank you for the quick response

I wanted to reach out with some positive feedback.

Our providers are really happy with the improvements you've made.

Would be happy to be a reference if you need one.

Thanks,
Practice Manager",negative,high
EMAIL-1111,HC-1087,TICKET-5364,2025-08-31,"From: Practice Manager <practice.manager@advancedhealthcaresystem.com>
Date: 2025-08-31
Subject: Thank you for the quick response

I wanted to reach out with some positive feedback.

Your team was incredibly responsive on our recent issue.

Looking forward to continuing our partnership.

Thanks,
Practice Manager",positive,high
EMAIL-1112,HC-1089,TICKET-5371,2025-04-27,"From: Practice Manager <practice.manager@communitymedicalassociates.com>
Date: 2025-04-27
Subject: Great support experience

I wanted to reach out with some positive feedback.

Your team was incredibly responsive on our recent issue.

Would be happy to be a reference if you need one.

Thanks,
Practice Manager",negative,normal
EMAIL-1113,HC-1091,TICKET-5374,2025-06-30,"From: Practice Manager <practice.manager@integratedhealthcaregroup.com>
Date: 2025-06-30
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

Your team was incredibly responsive on our recent issue.

Looking forward to continuing our partnership.

Thanks,
Practice Manager",neutral,high
EMAIL-1114,HC-1091,TICKET-5375,2025-04-24,"From: IT Admin <it.admin@integratedhealthcaregroup.com>
Date: 2025-04-24
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

Your team was incredibly responsive on our recent issue.

Interested in learning about upcoming features.

Thanks,
IT Admin",neutral,high
EMAIL-1115,HC-1092,TICKET-5376,2025-04-21,"From: Medical Assistant <medical.assistant@premiermedicalcenter.com>
Date: 2025-04-21
Subject: URGENT: Patient Portal

This is urgent and affecting patient care.

Patients reporting can't access lab results through portal. IT showing error: 'unauthorized access'. This is causing significant disruption to patient care. Chief Medical Officer escalating.

Patients are complaining and it's affecting our reputation.

Our leadership is questioning whether we should continue with your platform.

Please call me ASAP: 555-4347
Medical Assistant

============================================================
FOLLOW-UP EMAIL:
============================================================

From: Medical Assistant <medical.assistant@premiermedicalcenter.com>
Date: 2025-04-24
Subject: Re: Patient Portal

I sent information on ticket #5376 3 days ago and haven't heard back.

This is the second time this month I've had to repeat myself. I'm spending more time explaining our problems than getting them fixed.

Our CMO just asked me if we should look at other platforms. I don't know what to tell them.

Medical Assistant",frustrated,high
EMAIL-1116,HC-1093,TICKET-5382,2025-08-27,"From: Provider <provider@communityhealthcaregroup.com>
Date: 2025-08-27
Subject: Thank you for the quick response

I wanted to reach out with some positive feedback.

The new feature you rolled out is exactly what we needed.

Would be happy to be a reference if you need one.

Thanks,
Provider",neutral,normal
EMAIL-1117,HC-1093,TICKET-5383,2025-05-08,"From: IT Admin <it.admin@communityhealthcaregroup.com>
Date: 2025-05-08
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

Your team was incredibly responsive on our recent issue.

Interested in learning about upcoming features.

Thanks,
IT Admin",neutral,normal
EMAIL-1118,HC-1097,TICKET-5394,2024-10-15,"From: Provider <provider@premierhealthcareassociates.com>
Date: 2024-10-15
Subject: Great support experience

I wanted to reach out with some positive feedback.

Our providers are really happy with the improvements you've made.

Looking forward to continuing our partnership.

Thanks,
Provider",neutral,high
EMAIL-1119,HC-1098,TICKET-5397,2025-01-03,"From: IT Admin <it.admin@advancedcareassociates.com>
Date: 2025-01-03
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

Our providers are really happy with the improvements you've made.

Looking forward to continuing our partnership.

Thanks,
IT Admin",neutral,normal
EMAIL-1120,HC-1098,TICKET-5399,2025-03-23,"From: Front Desk <front.desk@advancedcareassociates.com>
Date: 2025-03-23
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

Your team was incredibly responsive on our recent issue.

Interested in learning about upcoming features.

Thanks,
Front Desk",positive,high
EMAIL-1121,HC-1100,TICKET-5407,2024-03-20,"From: Billing Specialist <billing.specialist@regionalcarepartners.com>
Date: 2024-03-20
Subject: URGENT: Appointment Reminders

I need immediate assistance with a critical issue.

Issue with appointment reminders This is causing significant disruption to patient care. COO escalating.

Patients are complaining and it's affecting our reputation.

This cannot wait any longer.

Please call me ASAP: 555-7671
Billing Specialist",frustrated,high
EMAIL-1122,HC-1100,TICKET-5408,2024-01-12,"From: Front Desk <front.desk@regionalcarepartners.com>
Date: 2024-01-12
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

Our providers are really happy with the improvements you've made.

Would be happy to be a reference if you need one.

Thanks,
Front Desk",neutral,normal
EMAIL-1123,HC-1101,TICKET-5409,2024-12-05,"From: Billing Specialist <billing.specialist@integratedmedicalcenter.com>
Date: 2024-12-05
Subject: Great support experience

I wanted to reach out with some positive feedback.

Our providers are really happy with the improvements you've made.

Would be happy to be a reference if you need one.

Thanks,
Billing Specialist",positive,normal
EMAIL-1124,HC-1102,TICKET-5415,2024-06-03,"From: Medical Assistant <medical.assistant@premierhealthsystem.com>
Date: 2024-06-03
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

The new feature you rolled out is exactly what we needed.

Would be happy to be a reference if you need one.

Thanks,
Medical Assistant",neutral,normal
EMAIL-1125,HC-1102,TICKET-5416,2024-08-29,"From: Practice Manager <practice.manager@premierhealthsystem.com>
Date: 2024-08-29
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

The new feature you rolled out is exactly what we needed.

Looking forward to continuing our partnership.

Thanks,
Practice Manager",neutral,normal
EMAIL-1126,HC-1102,TICKET-5417,2024-03-27,"From: Medical Assistant <medical.assistant@premierhealthsystem.com>
Date: 2024-03-27
Subject: URGENT: Patient Scheduling

I need immediate assistance with a critical issue.

Need to block off provider time for hospital rounds but system won't allow multi-location blocking. This is causing significant disruption to patient care. Director of Operations escalating.

Staff are spending 9 extra hours per week on workarounds.

We need this resolved by end of week.

Please call me ASAP: 555-1926
Medical Assistant",frustrated,high
EMAIL-1127,HC-1103,TICKET-5419,2024-08-03,"From: Billing Specialist <billing.specialist@premiercarecenter.com>
Date: 2024-08-03
Subject: Thank you for the quick response

I wanted to reach out with some positive feedback.

The new feature you rolled out is exactly what we needed.

Looking forward to continuing our partnership.

Thanks,
Billing Specialist",satisfied,normal
EMAIL-1128,HC-1103,TICKET-5423,2024-11-19,"From: Provider <provider@premiercarecenter.com>
Date: 2024-11-19
Subject: Great support experience

I wanted to reach out with some positive feedback.

The new feature you rolled out is exactly what we needed.

Interested in learning about upcoming features.

Thanks,
Provider",positive,normal
EMAIL-1129,HC-1104,TICKET-5425,2024-09-18,"From: IT Admin <it.admin@advancedhealthcaresystem.com>
Date: 2024-09-18
Subject: Great support experience

I wanted to reach out with some positive feedback.

Your team was incredibly responsive on our recent issue.

Looking forward to continuing our partnership.

Thanks,
IT Admin",neutral,normal
EMAIL-1130,HC-1104,TICKET-5426,2025-08-25,"From: IT Admin <it.admin@advancedhealthcaresystem.com>
Date: 2025-08-25
Subject: Thank you for the quick response

I wanted to reach out with some positive feedback.

The new feature you rolled out is exactly what we needed.

Looking forward to continuing our partnership.

Thanks,
IT Admin",neutral,normal
EMAIL-1131,HC-1106,TICKET-5432,2025-08-02,"From: Billing Specialist <billing.specialist@premiercaresystem.com>
Date: 2025-08-02
Subject: Thank you for the quick response

I wanted to reach out with some positive feedback.

The new feature you rolled out is exactly what we needed.

Looking forward to continuing our partnership.

Thanks,
Billing Specialist",neutral,high
EMAIL-1132,HC-1107,TICKET-5434,2024-11-27,"From: Billing Specialist <billing.specialist@advancedhealthcarepartners.com>
Date: 2024-11-27
Subject: URGENT: Clinical Documentation

This is urgent and affecting patient care.

Issue with clinical documentation This is causing significant disruption to patient care. IT Director escalating.

This is costing us thousands in delayed revenue.

This cannot wait any longer.

Please call me ASAP: 555-6108
Billing Specialist",frustrated,high
EMAIL-1133,HC-1108,TICKET-5435,2025-01-26,"From: Billing Specialist <billing.specialist@integratedhealthassociates.com>
Date: 2025-01-26
Subject: Great support experience

I wanted to reach out with some positive feedback.

Our providers are really happy with the improvements you've made.

Would be happy to be a reference if you need one.

Thanks,
Billing Specialist",positive,normal
EMAIL-1134,HC-1108,TICKET-5436,2024-09-28,"From: Medical Assistant <medical.assistant@integratedhealthassociates.com>
Date: 2024-09-28
Subject: Great support experience

I wanted to reach out with some positive feedback.

The new feature you rolled out is exactly what we needed.

Looking forward to continuing our partnership.

Thanks,
Medical Assistant",positive,high
EMAIL-1135,HC-1110,TICKET-5442,2025-06-11,"From: Front Desk <front.desk@integratedhealthassociates.com>
Date: 2025-06-11
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

Our providers are really happy with the improvements you've made.

Would be happy to be a reference if you need one.

Thanks,
Front Desk",neutral,normal
EMAIL-1136,HC-1110,TICKET-5443,2024-03-12,"From: IT Admin <it.admin@integratedhealthassociates.com>
Date: 2024-03-12
Subject: Great support experience

I wanted to reach out with some positive feedback.

Our providers are really happy with the improvements you've made.

Would be happy to be a reference if you need one.

Thanks,
IT Admin",concerned,normal
EMAIL-1137,HC-1111,TICKET-5446,2025-07-01,"From: Billing Specialist <billing.specialist@advancedmedicalgroup.com>
Date: 2025-07-01
Subject: Thank you for the quick response

I wanted to reach out with some positive feedback.

The new feature you rolled out is exactly what we needed.

Would be happy to be a reference if you need one.

Thanks,
Billing Specialist",satisfied,normal
EMAIL-1138,HC-1112,TICKET-5449,2025-03-24,"From: Medical Assistant <medical.assistant@integratedcaresystem.com>
Date: 2025-03-24
Subject: URGENT: Prescription Workflow

We've been struggling with this for too long.

Issue with prescription workflow This is causing significant disruption to patient care. Chief Medical Officer escalating.

Patients are complaining and it's affecting our reputation.

This cannot wait any longer.

Please call me ASAP: 555-2916
Medical Assistant",frustrated,high
EMAIL-1139,HC-1112,TICKET-5451,2025-05-26,"From: Practice Manager <practice.manager@integratedcaresystem.com>
Date: 2025-05-26
Subject: Thank you for the quick response

I wanted to reach out with some positive feedback.

The new feature you rolled out is exactly what we needed.

Looking forward to continuing our partnership.

Thanks,
Practice Manager",neutral,normal
EMAIL-1140,HC-1113,TICKET-5452,2024-02-27,"From: Medical Assistant <medical.assistant@integratedhealthcarepartners.com>
Date: 2024-02-27
Subject: Great support experience

I wanted to reach out with some positive feedback.

Your team was incredibly responsive on our recent issue.

Would be happy to be a reference if you need one.

Thanks,
Medical Assistant",negative,normal
EMAIL-1141,HC-1115,TICKET-5454,2025-08-16,"From: Medical Assistant <medical.assistant@integratedmedicalcenter.com>
Date: 2025-08-16
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

Your team was incredibly responsive on our recent issue.

Looking forward to continuing our partnership.

Thanks,
Medical Assistant",positive,normal
EMAIL-1142,HC-1116,TICKET-5458,2024-04-18,"From: Provider <provider@premiermedicalpartners.com>
Date: 2024-04-18
Subject: URGENT: Hipaa Compliance

This is urgent and affecting patient care.

Questions about data encryption standards. Internal audit flagged concerns about patient data security. This is causing significant disruption to patient care. COO escalating.

Staff are spending 5 extra hours per week on workarounds.

We need this resolved by end of week.

Please call me ASAP: 555-2455
Provider",frustrated,high
EMAIL-1143,HC-1116,TICKET-5459,2024-07-26,"From: IT Admin <it.admin@premiermedicalpartners.com>
Date: 2024-07-26
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

Your team was incredibly responsive on our recent issue.

Would be happy to be a reference if you need one.

Thanks,
IT Admin",negative,normal
EMAIL-1144,HC-1116,TICKET-5460,2024-11-28,"From: Medical Assistant <medical.assistant@premiermedicalpartners.com>
Date: 2024-11-28
Subject: URGENT: Hipaa Compliance

I need immediate assistance with a critical issue.

BAA (Business Associate Agreement) needs review before renewal. Legal team has questions. This is causing significant disruption to patient care. COO escalating.

Staff are spending 7 extra hours per week on workarounds.

Our leadership is questioning whether we should continue with your platform.

Please call me ASAP: 555-2938
Medical Assistant",urgent,high
EMAIL-1145,HC-1116,TICKET-5461,2024-08-06,"From: Practice Manager <practice.manager@premiermedicalpartners.com>
Date: 2024-08-06
Subject: URGENT: Ehr Integration

I need immediate assistance with a critical issue.

Lab results integration failing for 3 of our 2 locations. Urgent - providers need results for patient care. This is causing significant disruption to patient care. COO escalating.

Staff are spending 15 extra hours per week on workarounds.

We need this resolved by end of week.

Please call me ASAP: 555-5762
Practice Manager",urgent,high
EMAIL-1146,HC-1117,TICKET-5462,2024-05-24,"From: Provider <provider@advancedhealthsystem.com>
Date: 2024-05-24
Subject: Thank you for the quick response

I wanted to reach out with some positive feedback.

Our providers are really happy with the improvements you've made.

Interested in learning about upcoming features.

Thanks,
Provider",positive,normal
EMAIL-1147,HC-1117,TICKET-5464,2024-06-10,"From: Practice Manager <practice.manager@advancedhealthsystem.com>
Date: 2024-06-10
Subject: Thank you for the quick response

I wanted to reach out with some positive feedback.

The new feature you rolled out is exactly what we needed.

Interested in learning about upcoming features.

Thanks,
Practice Manager",positive,high
EMAIL-1148,HC-1117,TICKET-5466,2024-07-30,"From: Front Desk <front.desk@advancedhealthsystem.com>
Date: 2024-07-30
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

The new feature you rolled out is exactly what we needed.

Interested in learning about upcoming features.

Thanks,
Front Desk",neutral,high
EMAIL-1149,HC-1118,TICKET-5467,2024-06-27,"From: IT Admin <it.admin@integratedmedicalsystem.com>
Date: 2024-06-27
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

The new feature you rolled out is exactly what we needed.

Would be happy to be a reference if you need one.

Thanks,
IT Admin",neutral,normal
EMAIL-1150,HC-1118,TICKET-5468,2024-03-31,"From: Practice Manager <practice.manager@integratedmedicalsystem.com>
Date: 2024-03-31
Subject: Thank you for the quick response

I wanted to reach out with some positive feedback.

Our providers are really happy with the improvements you've made.

Interested in learning about upcoming features.

Thanks,
Practice Manager",positive,normal
EMAIL-1151,HC-1118,TICKET-5471,2024-10-10,"From: Medical Assistant <medical.assistant@integratedmedicalsystem.com>
Date: 2024-10-10
Subject: Thank you for the quick response

I wanted to reach out with some positive feedback.

Our providers are really happy with the improvements you've made.

Interested in learning about upcoming features.

Thanks,
Medical Assistant",neutral,high
EMAIL-1152,HC-1119,TICKET-5478,2025-02-26,"From: Practice Manager <practice.manager@advancedhealthpartners.com>
Date: 2025-02-26
Subject: Great support experience

I wanted to reach out with some positive feedback.

Our providers are really happy with the improvements you've made.

Looking forward to continuing our partnership.

Thanks,
Practice Manager",neutral,normal
EMAIL-1153,HC-1119,TICKET-5480,2025-01-31,"From: Medical Assistant <medical.assistant@advancedhealthpartners.com>
Date: 2025-01-31
Subject: Thank you for the quick response

I wanted to reach out with some positive feedback.

Your team was incredibly responsive on our recent issue.

Looking forward to continuing our partnership.

Thanks,
Medical Assistant",neutral,normal
EMAIL-1154,HC-1119,TICKET-5481,2024-10-03,"From: IT Admin <it.admin@advancedhealthpartners.com>
Date: 2024-10-03
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

Our providers are really happy with the improvements you've made.

Interested in learning about upcoming features.

Thanks,
IT Admin",neutral,normal
EMAIL-1155,HC-1120,TICKET-5482,2024-10-14,"From: Front Desk <front.desk@advancedhealthsystem.com>
Date: 2024-10-14
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

Our providers are really happy with the improvements you've made.

Looking forward to continuing our partnership.

Thanks,
Front Desk",neutral,high
EMAIL-1156,HC-1121,TICKET-5485,2024-08-09,"From: Billing Specialist <billing.specialist@premiermedicalassociates.com>
Date: 2024-08-09
Subject: Thank you for the quick response

I wanted to reach out with some positive feedback.

Your team was incredibly responsive on our recent issue.

Would be happy to be a reference if you need one.

Thanks,
Billing Specialist",negative,normal
EMAIL-1157,HC-1122,TICKET-5486,2025-03-14,"From: Front Desk <front.desk@integratedmedicalpartners.com>
Date: 2025-03-14
Subject: Great support experience

I wanted to reach out with some positive feedback.

Your team was incredibly responsive on our recent issue.

Looking forward to continuing our partnership.

Thanks,
Front Desk",neutral,normal
EMAIL-1158,HC-1123,TICKET-5490,2024-03-26,"From: Front Desk <front.desk@integratedhealthcaresystem.com>
Date: 2024-03-26
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

The new feature you rolled out is exactly what we needed.

Looking forward to continuing our partnership.

Thanks,
Front Desk",neutral,normal
EMAIL-1159,HC-1124,TICKET-5493,2024-01-25,"From: IT Admin <it.admin@regionalmedicalassociates.com>
Date: 2024-01-25
Subject: URGENT: Patient Portal

This is urgent and affecting patient care.

Portal messaging feature timing out for 24026 patient messages. Staff having to call patients back. This is causing significant disruption to patient care. COO escalating.

Staff are spending 8 extra hours per week on workarounds.

We need this resolved by end of week.

Please call me ASAP: 555-6419
IT Admin",frustrated,high
EMAIL-1160,HC-1125,TICKET-5494,2025-01-14,"From: Practice Manager <practice.manager@regionalhealthcaregroup.com>
Date: 2025-01-14
Subject: Thank you for the quick response

I wanted to reach out with some positive feedback.

Your team was incredibly responsive on our recent issue.

Would be happy to be a reference if you need one.

Thanks,
Practice Manager",positive,normal
EMAIL-1161,HC-1125,TICKET-5495,2024-03-13,"From: Billing Specialist <billing.specialist@regionalhealthcaregroup.com>
Date: 2024-03-13
Subject: Great support experience

I wanted to reach out with some positive feedback.

The new feature you rolled out is exactly what we needed.

Looking forward to continuing our partnership.

Thanks,
Billing Specialist",satisfied,normal
EMAIL-1162,HC-1126,TICKET-5497,2024-12-09,"From: IT Admin <it.admin@communitycareassociates.com>
Date: 2024-12-09
Subject: Positive feedback to share

I wanted to reach out with some positive feedback.

The new feature you rolled out is exactly what we needed.

Would be happy to be a reference if you need one.

Thanks,
IT Admin",satisfied,normal
EMAIL-1163,HC-1126,TICKET-5498,2024-02-22,"From: Provider <provider@communitycareassociates.com>
Date: 2024-02-22
Subject: Thank you for the quick response

I wanted to reach out with some positive feedback.

Our providers are really happy with the improvements you've made.

Looking forward to continuing our partnership.

Thanks,
Provider",neutral,high
EMAIL-1164,HC-1126,TICKET-5500,2024-07-28,"From: Practice Manager <practice.manager@communitycareassociates.com>
Date: 2024-07-28
Subject: Thank you for the quick response

I wanted to reach out with some positive feedback.

Our providers are really happy with the improvements you've made.

Looking forward to continuing our partnership.

Thanks,
Practice Manager",satisfied,high
