interaction_id,customer_id,date,channel,topic,priority,sentiment,resolution_time_hours,resolved,escalated,csat_score,description,staff_role,affected_users,patient_impact
TICKET-5257,HC-1061,2025-02-26,phone,appointment_reminders,low,concerned,34,True,False,5.0,Issue with appointment reminders,Billing Specialist,2,High
TICKET-5258,HC-1061,2025-07-30,email,reporting_analytics,low,concerned,2,True,False,,Issue with reporting analytics,Provider,2,None
TICKET-5259,HC-1061,2024-09-17,email,telehealth_setup,low,neutral,37,True,False,3.0,Issue with telehealth setup,Front Desk,9,
TICKET-5260,HC-1062,2024-02-05,chat,clinical_documentation,low,neutral,18,True,False,2.0,Issue with clinical documentation,Billing Specialist,7,
TICKET-5261,HC-1062,2024-08-15,chat,billing_workflow,low,concerned,67,True,False,,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable.,IT Admin,4,Low
TICKET-5262,HC-1063,2025-07-20,chat,reporting_analytics,high,urgent,7,True,True,,Issue with reporting analytics This is causing significant disruption to patient care. Chief Medical Officer escalating.,Front Desk,6,
TICKET-5263,HC-1063,2024-05-21,chat,clinical_documentation,medium,negative,31,True,False,1.0,Issue with clinical documentation Staff productivity severely impacted. Need resolution ASAP.,Medical Assistant,5,
TICKET-5264,HC-1063,2024-11-03,phone,hipaa_compliance,high,negative,40,False,True,,BAA (Business Associate Agreement) needs review before renewal. Legal team has questions. Staff productivity severely impacted. Need resolution ASAP.,Medical Assistant,7,None
TICKET-5265,HC-1064,2024-11-28,email,patient_portal,low,concerned,4,True,False,2.0,Patients reporting can't access lab results through portal. IT showing error: 'unauthorized access'.,IT Admin,6,None
TICKET-5266,HC-1064,2024-04-07,phone,claims_management,high,frustrated,12,True,False,,Issue with claims management This is causing significant disruption to patient care. Chief Medical Officer escalating.,Provider,1,
TICKET-5267,HC-1065,2024-02-27,chat,telehealth_setup,high,urgent,58,True,False,4.0,Issue with telehealth setup This is causing significant disruption to patient care. IT Director escalating.,Front Desk,3,
TICKET-5268,HC-1065,2024-05-03,chat,billing_workflow,medium,negative,46,True,False,5.0,CPT codes not mapping correctly to Epic procedures. Causing claim denials. Staff productivity severely impacted. Need resolution ASAP.,Provider,7,None
TICKET-5269,HC-1066,2025-01-26,email,ehr_integration,high,positive,84,True,False,3.0,Medication reconciliation data from Epic not flowing correctly. Providers seeing outdated medication lists.,Billing Specialist,6,High
TICKET-5270,HC-1066,2024-06-02,chat,telehealth_setup,low,positive,9,True,False,,Issue with telehealth setup,IT Admin,4,Medium
TICKET-5271,HC-1066,2025-02-06,email,patient_portal,low,neutral,88,True,False,3.0,Appointment request form on portal not submitting. Patients calling saying online booking broken.,Practice Manager,9,
TICKET-5272,HC-1066,2024-10-23,email,insurance_verification,medium,neutral,16,True,False,,Issue with insurance verification,Practice Manager,2,
TICKET-5273,HC-1067,2024-02-20,phone,reporting_analytics,high,urgent,57,True,False,,Issue with reporting analytics This is causing significant disruption to patient care. Practice Manager escalating.,Front Desk,1,None
TICKET-5274,HC-1067,2024-05-13,email,patient_scheduling,high,frustrated,79,True,False,3.0,Recurring appointment feature not working properly. Patients with standing weekly appointments getting canceled. This is causing significant disruption to patient care. Practice Manager escalating.,Front Desk,1,
TICKET-5275,HC-1067,2025-08-08,phone,billing_workflow,medium,negative,26,True,False,5.0,CPT codes not mapping correctly to Cerner procedures. Causing claim denials. Staff productivity severely impacted. Need resolution ASAP.,IT Admin,1,Medium
TICKET-5276,HC-1068,2024-09-05,phone,hipaa_compliance,high,neutral,28,True,False,4.0,Questions about data encryption standards. Internal audit flagged concerns about patient data security.,Billing Specialist,1,High
TICKET-5277,HC-1068,2025-08-12,email,hipaa_compliance,high,positive,68,False,False,5.0,Need audit logs for past 6 months for compliance review. Upcoming HIPAA audit in 2 weeks.,Front Desk,5,
TICKET-5278,HC-1069,2024-07-14,chat,telehealth_setup,medium,concerned,48,False,False,5.0,Issue with telehealth setup,Practice Manager,2,Medium
TICKET-5279,HC-1070,2024-06-22,ticket,telehealth_setup,low,neutral,24,True,False,3.0,Issue with telehealth setup,Front Desk,2,
TICKET-5280,HC-1070,2024-08-27,email,billing_workflow,high,frustrated,61,True,False,,CPT codes not mapping correctly to Allscripts procedures. Causing claim denials. This is causing significant disruption to patient care. IT Director escalating.,IT Admin,1,High
TICKET-5281,HC-1070,2024-04-25,email,prescription_workflow,high,frustrated,27,False,False,,Issue with prescription workflow This is causing significant disruption to patient care. IT Director escalating.,Provider,2,High
TICKET-5282,HC-1070,2024-10-21,phone,ehr_integration,high,concerned,55,True,False,3.0,Medication reconciliation data from Allscripts not flowing correctly. Providers seeing outdated medication lists.,Practice Manager,2,
TICKET-5283,HC-1070,2025-04-27,email,ehr_integration,high,frustrated,56,False,False,,Medication reconciliation data from Allscripts not flowing correctly. Providers seeing outdated medication lists. This is causing significant disruption to patient care. IT Director escalating.,Provider,2,
TICKET-5284,HC-1070,2025-07-13,chat,reporting_analytics,low,neutral,65,True,False,3.0,Issue with reporting analytics,Provider,1,High
TICKET-5285,HC-1071,2024-05-24,email,prescription_workflow,low,neutral,48,True,False,,Issue with prescription workflow,IT Admin,1,Low
TICKET-5286,HC-1071,2024-09-18,email,patient_scheduling,high,positive,92,True,False,,Double-booking occurring in Provider schedule - happened 5 times this week. Causing patient wait issues.,IT Admin,1,None
TICKET-5287,HC-1071,2024-02-24,chat,patient_portal,low,positive,46,True,False,4.0,Appointment request form on portal not submitting. Patients calling saying online booking broken.,Practice Manager,1,
TICKET-5288,HC-1071,2024-10-04,chat,appointment_reminders,low,positive,42,True,False,2.0,Issue with appointment reminders,Practice Manager,1,
TICKET-5289,HC-1073,2025-01-30,email,billing_workflow,medium,neutral,25,True,False,1.0,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable.,IT Admin,4,
TICKET-5290,HC-1073,2024-11-19,phone,patient_portal,low,positive,26,True,False,4.0,Appointment request form on portal not submitting. Patients calling saying online booking broken.,Medical Assistant,2,
TICKET-5291,HC-1073,2025-04-13,phone,reporting_analytics,low,satisfied,84,True,False,,Issue with reporting analytics,Provider,6,
TICKET-5292,HC-1074,2025-05-16,chat,insurance_verification,high,frustrated,46,True,False,,Issue with insurance verification This is causing significant disruption to patient care. Chief Medical Officer escalating.,IT Admin,9,
TICKET-5293,HC-1074,2025-10-02,email,clinical_documentation,high,frustrated,11,True,False,4.0,Issue with clinical documentation This is causing significant disruption to patient care. Chief Medical Officer escalating.,Provider,8,
TICKET-5294,HC-1074,2024-03-04,phone,appointment_reminders,medium,negative,16,True,False,1.0,Issue with appointment reminders Staff productivity severely impacted. Need resolution ASAP.,Practice Manager,9,Low
TICKET-5295,HC-1074,2024-10-13,email,billing_workflow,high,urgent,53,True,False,,Insurance claims rejecting at unusually high rate (35%) - normally 10%. Major revenue impact. This is causing significant disruption to patient care. Chief Medical Officer escalating.,Front Desk,2,Medium
TICKET-5296,HC-1075,2024-03-30,email,prescription_workflow,medium,neutral,43,False,False,5.0,Issue with prescription workflow,IT Admin,5,Low
TICKET-5297,HC-1075,2025-10-02,email,appointment_reminders,high,frustrated,72,True,False,5.0,Issue with appointment reminders This is causing significant disruption to patient care. Chief Medical Officer escalating.,Provider,7,
TICKET-5298,HC-1075,2024-11-15,phone,claims_management,low,neutral,90,True,False,4.0,Issue with claims management,Medical Assistant,7,
TICKET-5299,HC-1075,2024-05-21,phone,claims_management,medium,neutral,93,True,False,3.0,Issue with claims management,Billing Specialist,3,Low
TICKET-5300,HC-1075,2025-06-20,chat,patient_scheduling,high,neutral,70,True,False,3.0,Recurring appointment feature not working properly. Patients with standing weekly appointments getting canceled.,Medical Assistant,8,None
TICKET-5301,HC-1075,2025-08-01,phone,patient_scheduling,high,neutral,56,True,True,,Recurring appointment feature not working properly. Patients with standing weekly appointments getting canceled.,Provider,3,Low
TICKET-5302,HC-1076,2024-05-01,ticket,patient_scheduling,high,concerned,52,True,False,4.0,Recurring appointment feature not working properly. Patients with standing weekly appointments getting canceled.,Medical Assistant,3,Low
TICKET-5303,HC-1077,2024-11-22,email,insurance_verification,low,satisfied,47,True,False,,Issue with insurance verification,IT Admin,3,Low
TICKET-5304,HC-1077,2024-10-07,phone,patient_scheduling,high,positive,39,True,False,,Double-booking occurring in Provider schedule - happened 5 times this week. Causing patient wait issues.,Medical Assistant,5,
TICKET-5305,HC-1077,2025-09-18,ticket,claims_management,low,neutral,52,False,False,3.0,Issue with claims management,Provider,7,
TICKET-5306,HC-1077,2024-08-25,phone,billing_workflow,medium,positive,57,True,False,,CPT codes not mapping correctly to NextGen procedures. Causing claim denials.,Practice Manager,3,Medium
TICKET-5307,HC-1077,2025-05-03,chat,patient_scheduling,high,neutral,8,True,False,4.0,Need to block off provider time for hospital rounds but system won't allow multi-location blocking.,Front Desk,7,None
TICKET-5308,HC-1077,2025-01-17,phone,patient_scheduling,high,satisfied,34,True,False,1.0,Recurring appointment feature not working properly. Patients with standing weekly appointments getting canceled.,Medical Assistant,1,
TICKET-5309,HC-1078,2024-08-19,chat,ehr_integration,high,concerned,18,True,True,2.0,Medication reconciliation data from NextGen not flowing correctly. Providers seeing outdated medication lists.,Practice Manager,2,Low
TICKET-5310,HC-1078,2025-02-26,email,billing_workflow,high,frustrated,71,True,False,3.0,CPT codes not mapping correctly to NextGen procedures. Causing claim denials. This is causing significant disruption to patient care. Director of Operations escalating.,Medical Assistant,9,Low
TICKET-5311,HC-1078,2024-03-08,chat,patient_scheduling,high,concerned,33,False,False,5.0,Recurring appointment feature not working properly. Patients with standing weekly appointments getting canceled.,Front Desk,1,Low
TICKET-5312,HC-1078,2025-04-13,chat,billing_workflow,low,neutral,83,True,False,5.0,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable.,Practice Manager,7,Medium
TICKET-5313,HC-1078,2025-01-24,email,prescription_workflow,low,neutral,92,True,False,,Issue with prescription workflow,IT Admin,1,None
TICKET-5314,HC-1078,2025-07-03,chat,reporting_analytics,low,concerned,86,True,False,3.0,Issue with reporting analytics,Front Desk,5,
TICKET-5315,HC-1079,2024-02-13,ticket,billing_workflow,low,positive,70,True,False,3.0,CPT codes not mapping correctly to Cerner procedures. Causing claim denials.,IT Admin,1,
TICKET-5316,HC-1079,2025-01-31,phone,reporting_analytics,low,neutral,67,True,False,,Issue with reporting analytics,Front Desk,2,
TICKET-5317,HC-1079,2024-11-07,email,clinical_documentation,medium,satisfied,39,True,False,,Issue with clinical documentation,Billing Specialist,1,Low
TICKET-5318,HC-1079,2024-02-25,phone,prescription_workflow,low,neutral,5,True,False,2.0,Issue with prescription workflow,IT Admin,3,
TICKET-5319,HC-1079,2025-05-27,phone,hipaa_compliance,high,positive,29,True,False,4.0,Need audit logs for past 6 months for compliance review. Upcoming HIPAA audit in 2 weeks.,IT Admin,2,Low
TICKET-5320,HC-1079,2025-02-06,email,insurance_verification,low,positive,57,True,False,2.0,Issue with insurance verification,Medical Assistant,2,
TICKET-5321,HC-1080,2024-07-25,ticket,patient_portal,low,concerned,19,False,False,,Patients reporting can't access lab results through portal. IT showing error: 'unauthorized access'.,IT Admin,8,Low
TICKET-5322,HC-1080,2024-06-16,ticket,prescription_workflow,low,neutral,53,False,False,,Issue with prescription workflow,IT Admin,5,
TICKET-5323,HC-1080,2025-01-06,phone,hipaa_compliance,high,concerned,48,True,False,3.0,BAA (Business Associate Agreement) needs review before renewal. Legal team has questions.,IT Admin,6,High
TICKET-5324,HC-1080,2025-06-07,email,claims_management,high,frustrated,73,True,False,,Issue with claims management This is causing significant disruption to patient care. IT Director escalating.,Front Desk,8,
TICKET-5325,HC-1080,2024-06-23,chat,telehealth_setup,low,concerned,58,True,False,,Issue with telehealth setup,Medical Assistant,3,
TICKET-5326,HC-1080,2024-02-22,ticket,insurance_verification,low,neutral,30,True,False,,Issue with insurance verification,Front Desk,2,
TICKET-5327,HC-1081,2024-07-04,email,hipaa_compliance,high,frustrated,2,True,False,5.0,Need audit logs for past 6 months for compliance review. Upcoming HIPAA audit in 2 weeks. This is causing significant disruption to patient care. IT Director escalating.,Practice Manager,1,Medium
TICKET-5328,HC-1081,2024-09-16,phone,ehr_integration,high,negative,17,True,False,2.0,Medication reconciliation data from eClinicalWorks not flowing correctly. Providers seeing outdated medication lists. Staff productivity severely impacted. Need resolution ASAP.,Front Desk,1,High
TICKET-5329,HC-1081,2024-01-06,ticket,claims_management,high,urgent,60,False,False,,Issue with claims management This is causing significant disruption to patient care. IT Director escalating.,Provider,7,High
TICKET-5330,HC-1081,2025-04-09,chat,insurance_verification,high,frustrated,69,True,False,,Issue with insurance verification This is causing significant disruption to patient care. IT Director escalating.,Provider,3,
TICKET-5331,HC-1081,2025-07-14,email,clinical_documentation,medium,negative,82,True,False,,Issue with clinical documentation Staff productivity severely impacted. Need resolution ASAP.,Medical Assistant,6,
TICKET-5332,HC-1081,2024-12-23,chat,ehr_integration,high,negative,2,True,False,3.0,Epic integration stopped syncing patient appointments after last eClinicalWorks update. Appointments from past 48 hours missing. Staff productivity severely impacted. Need resolution ASAP.,IT Admin,2,Low
TICKET-5333,HC-1081,2025-09-09,email,clinical_documentation,medium,negative,27,True,False,4.0,Issue with clinical documentation Staff productivity severely impacted. Need resolution ASAP.,Practice Manager,1,
TICKET-5334,HC-1081,2024-07-01,email,patient_scheduling,high,frustrated,65,True,False,,Need to block off provider time for hospital rounds but system won't allow multi-location blocking. This is causing significant disruption to patient care. IT Director escalating.,IT Admin,2,Medium
TICKET-5335,HC-1081,2025-09-01,chat,claims_management,high,urgent,39,True,False,2.0,Issue with claims management This is causing significant disruption to patient care. IT Director escalating.,IT Admin,3,Medium
TICKET-5336,HC-1082,2024-02-06,ticket,hipaa_compliance,high,concerned,11,True,False,,Questions about data encryption standards. Internal audit flagged concerns about patient data security.,Front Desk,4,None
TICKET-5337,HC-1082,2025-03-13,email,reporting_analytics,low,neutral,64,True,False,,Issue with reporting analytics,Medical Assistant,3,
TICKET-5338,HC-1082,2024-10-08,phone,telehealth_setup,medium,concerned,16,True,False,4.0,Issue with telehealth setup,IT Admin,1,
TICKET-5339,HC-1082,2024-02-29,chat,hipaa_compliance,high,neutral,59,True,True,5.0,BAA (Business Associate Agreement) needs review before renewal. Legal team has questions.,IT Admin,9,Medium
TICKET-5340,HC-1082,2024-03-30,chat,patient_portal,low,neutral,76,True,False,5.0,Appointment request form on portal not submitting. Patients calling saying online booking broken.,IT Admin,5,
TICKET-5341,HC-1082,2025-09-15,email,telehealth_setup,low,neutral,18,True,False,1.0,Issue with telehealth setup,Provider,2,
TICKET-5342,HC-1082,2024-05-12,phone,claims_management,low,neutral,69,False,False,5.0,Issue with claims management,IT Admin,2,
TICKET-5343,HC-1082,2024-07-03,email,claims_management,high,frustrated,76,True,False,5.0,Issue with claims management This is causing significant disruption to patient care. Director of Operations escalating.,Medical Assistant,8,
TICKET-5344,HC-1082,2024-01-25,phone,patient_portal,medium,neutral,85,False,False,2.0,Appointment request form on portal not submitting. Patients calling saying online booking broken.,IT Admin,1,None
TICKET-5345,HC-1083,2025-09-22,chat,insurance_verification,low,neutral,10,True,False,,Issue with insurance verification,Billing Specialist,5,Medium
TICKET-5346,HC-1083,2024-08-05,ticket,ehr_integration,high,neutral,90,True,False,,Lab results integration failing for 3 of our 2 locations. Urgent - providers need results for patient care.,Billing Specialist,1,
TICKET-5347,HC-1084,2024-03-10,chat,clinical_documentation,medium,positive,53,True,False,4.0,Issue with clinical documentation,Billing Specialist,8,None
TICKET-5348,HC-1084,2024-04-26,email,appointment_reminders,low,neutral,81,True,False,,Issue with appointment reminders,IT Admin,8,None
TICKET-5349,HC-1084,2024-01-30,phone,patient_scheduling,high,positive,21,True,False,,Double-booking occurring in Provider schedule - happened 5 times this week. Causing patient wait issues.,Billing Specialist,7,None
TICKET-5350,HC-1084,2025-05-05,email,patient_portal,low,neutral,53,True,False,2.0,Patients reporting can't access lab results through portal. IT showing error: 'unauthorized access'.,Front Desk,2,
TICKET-5351,HC-1084,2025-04-16,phone,reporting_analytics,low,positive,45,True,False,2.0,Issue with reporting analytics,Front Desk,5,High
TICKET-5352,HC-1084,2024-02-27,email,reporting_analytics,low,positive,88,True,False,1.0,Issue with reporting analytics,IT Admin,2,
TICKET-5353,HC-1084,2025-07-02,phone,ehr_integration,high,positive,4,True,False,4.0,Epic integration stopped syncing patient appointments after last Athenahealth update. Appointments from past 48 hours missing.,Billing Specialist,3,Low
TICKET-5354,HC-1085,2024-12-28,phone,hipaa_compliance,high,satisfied,52,True,False,,Need audit logs for past 6 months for compliance review. Upcoming HIPAA audit in 2 weeks.,Practice Manager,3,
TICKET-5355,HC-1085,2025-01-19,email,appointment_reminders,medium,positive,49,True,False,5.0,Issue with appointment reminders,Front Desk,3,
TICKET-5356,HC-1085,2024-04-29,chat,clinical_documentation,medium,positive,16,True,False,1.0,Issue with clinical documentation,Billing Specialist,5,
TICKET-5357,HC-1085,2025-05-23,phone,billing_workflow,medium,neutral,89,True,False,2.0,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable.,Billing Specialist,6,
TICKET-5358,HC-1086,2024-11-05,email,patient_scheduling,high,negative,63,True,False,,Double-booking occurring in Provider schedule - happened 5 times this week. Causing patient wait issues. Staff productivity severely impacted. Need resolution ASAP.,Practice Manager,7,High
TICKET-5359,HC-1086,2024-04-04,phone,patient_portal,high,frustrated,86,True,False,,Appointment request form on portal not submitting. Patients calling saying online booking broken. This is causing significant disruption to patient care. Practice Manager escalating.,Front Desk,5,Medium
TICKET-5360,HC-1087,2024-06-06,chat,billing_workflow,low,neutral,11,True,False,4.0,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable.,IT Admin,6,Low
TICKET-5361,HC-1087,2024-11-13,chat,telehealth_setup,low,positive,40,False,False,1.0,Issue with telehealth setup,Practice Manager,1,Low
TICKET-5362,HC-1087,2025-06-12,chat,appointment_reminders,low,neutral,45,False,False,,Issue with appointment reminders,Practice Manager,6,
TICKET-5363,HC-1087,2025-06-18,phone,hipaa_compliance,high,neutral,25,True,False,,Need audit logs for past 6 months for compliance review. Upcoming HIPAA audit in 2 weeks.,Practice Manager,5,High
TICKET-5364,HC-1087,2025-08-31,email,hipaa_compliance,high,positive,40,True,False,4.0,Questions about data encryption standards. Internal audit flagged concerns about patient data security.,Practice Manager,9,
TICKET-5365,HC-1087,2024-11-15,phone,ehr_integration,high,positive,43,True,False,4.0,Lab results integration failing for 3 of our 2 locations. Urgent - providers need results for patient care.,IT Admin,9,Medium
TICKET-5366,HC-1087,2024-11-24,chat,billing_workflow,low,neutral,88,True,False,,Insurance claims rejecting at unusually high rate (35%) - normally 10%. Major revenue impact.,Provider,7,
TICKET-5367,HC-1088,2025-03-27,chat,appointment_reminders,medium,negative,19,True,False,,Issue with appointment reminders Staff productivity severely impacted. Need resolution ASAP.,Medical Assistant,8,
TICKET-5368,HC-1088,2024-01-16,phone,claims_management,medium,negative,54,True,False,,Issue with claims management Staff productivity severely impacted. Need resolution ASAP.,Billing Specialist,4,None
TICKET-5369,HC-1088,2024-10-04,ticket,patient_scheduling,high,urgent,37,True,False,1.0,Need to block off provider time for hospital rounds but system won't allow multi-location blocking. This is causing significant disruption to patient care. Director of Operations escalating.,Provider,4,
TICKET-5370,HC-1088,2024-03-13,phone,clinical_documentation,high,urgent,95,True,False,1.0,Issue with clinical documentation This is causing significant disruption to patient care. Director of Operations escalating.,Practice Manager,8,
TICKET-5371,HC-1089,2025-04-27,email,appointment_reminders,medium,negative,55,True,False,,Issue with appointment reminders Staff productivity severely impacted. Need resolution ASAP.,Practice Manager,3,
TICKET-5372,HC-1089,2025-02-05,chat,patient_scheduling,high,urgent,77,False,False,2.0,Need to block off provider time for hospital rounds but system won't allow multi-location blocking. This is causing significant disruption to patient care. IT Director escalating.,Provider,5,Low
TICKET-5373,HC-1090,2025-04-01,phone,claims_management,high,frustrated,77,True,False,,Issue with claims management This is causing significant disruption to patient care. Practice Manager escalating.,Medical Assistant,9,High
TICKET-5374,HC-1091,2025-06-30,email,hipaa_compliance,high,neutral,51,True,False,4.0,Questions about data encryption standards. Internal audit flagged concerns about patient data security.,Practice Manager,3,Medium
TICKET-5375,HC-1091,2025-04-24,email,hipaa_compliance,high,neutral,71,True,False,,Questions about data encryption standards. Internal audit flagged concerns about patient data security.,IT Admin,5,Medium
TICKET-5376,HC-1092,2025-04-21,email,patient_portal,high,frustrated,62,False,False,5.0,Patients reporting can't access lab results through portal. IT showing error: 'unauthorized access'. This is causing significant disruption to patient care. Chief Medical Officer escalating.,Medical Assistant,9,High
TICKET-5377,HC-1092,2025-09-23,phone,clinical_documentation,medium,negative,93,True,False,,Issue with clinical documentation Staff productivity severely impacted. Need resolution ASAP.,IT Admin,5,Low
TICKET-5378,HC-1092,2024-12-04,phone,telehealth_setup,medium,negative,70,False,False,2.0,Issue with telehealth setup Staff productivity severely impacted. Need resolution ASAP.,Practice Manager,7,
TICKET-5379,HC-1092,2024-12-25,phone,patient_portal,high,urgent,79,True,False,5.0,Portal messaging feature timing out for 14007 patient messages. Staff having to call patients back. This is causing significant disruption to patient care. Chief Medical Officer escalating.,Billing Specialist,1,Medium
TICKET-5380,HC-1093,2025-09-10,chat,claims_management,low,positive,5,False,False,4.0,Issue with claims management,Front Desk,9,Medium
TICKET-5381,HC-1093,2024-04-19,chat,telehealth_setup,medium,positive,62,False,False,3.0,Issue with telehealth setup,Provider,3,
TICKET-5382,HC-1093,2025-08-27,email,insurance_verification,medium,neutral,79,True,False,1.0,Issue with insurance verification,Provider,2,
TICKET-5383,HC-1093,2025-05-08,email,insurance_verification,low,neutral,70,True,False,,Issue with insurance verification,IT Admin,1,Medium
TICKET-5384,HC-1093,2025-03-21,ticket,claims_management,low,neutral,89,True,False,2.0,Issue with claims management,Medical Assistant,6,
TICKET-5385,HC-1093,2024-03-20,phone,prescription_workflow,low,positive,23,True,False,,Issue with prescription workflow,Provider,9,
TICKET-5386,HC-1094,2025-07-22,phone,hipaa_compliance,high,neutral,49,True,False,,Questions about data encryption standards. Internal audit flagged concerns about patient data security.,Front Desk,8,
TICKET-5387,HC-1094,2024-04-21,chat,appointment_reminders,low,positive,78,False,False,,Issue with appointment reminders,IT Admin,4,High
TICKET-5388,HC-1094,2024-04-02,ticket,billing_workflow,low,positive,87,True,False,2.0,Insurance claims rejecting at unusually high rate (35%) - normally 10%. Major revenue impact.,IT Admin,9,Low
TICKET-5389,HC-1094,2024-05-30,chat,appointment_reminders,low,positive,57,True,False,4.0,Issue with appointment reminders,Billing Specialist,7,
TICKET-5390,HC-1095,2025-08-14,chat,patient_portal,low,satisfied,18,True,False,,Patients reporting can't access lab results through portal. IT showing error: 'unauthorized access'.,Billing Specialist,3,
TICKET-5391,HC-1096,2024-11-07,phone,insurance_verification,high,frustrated,45,True,False,4.0,Issue with insurance verification This is causing significant disruption to patient care. Director of Operations escalating.,Provider,3,
TICKET-5392,HC-1096,2025-06-06,chat,insurance_verification,high,urgent,11,True,False,5.0,Issue with insurance verification This is causing significant disruption to patient care. Director of Operations escalating.,Practice Manager,2,
TICKET-5393,HC-1097,2025-07-16,phone,ehr_integration,high,positive,79,True,True,1.0,Epic integration stopped syncing patient appointments after last NextGen update. Appointments from past 48 hours missing.,Billing Specialist,1,
TICKET-5394,HC-1097,2024-10-15,email,ehr_integration,high,neutral,53,True,False,3.0,Epic integration stopped syncing patient appointments after last NextGen update. Appointments from past 48 hours missing.,Provider,4,
TICKET-5395,HC-1097,2024-11-21,phone,prescription_workflow,low,neutral,63,True,False,1.0,Issue with prescription workflow,Front Desk,4,Low
TICKET-5396,HC-1098,2024-06-26,chat,patient_portal,low,satisfied,26,False,False,,Patients reporting can't access lab results through portal. IT showing error: 'unauthorized access'.,Front Desk,8,None
TICKET-5397,HC-1098,2025-01-03,email,insurance_verification,low,neutral,66,True,False,,Issue with insurance verification,IT Admin,5,
TICKET-5398,HC-1098,2024-01-12,chat,hipaa_compliance,high,positive,26,True,False,,BAA (Business Associate Agreement) needs review before renewal. Legal team has questions.,IT Admin,7,High
TICKET-5399,HC-1098,2025-03-23,email,patient_scheduling,high,positive,86,True,False,,Double-booking occurring in Provider schedule - happened 5 times this week. Causing patient wait issues.,Front Desk,6,Medium
TICKET-5400,HC-1098,2025-09-10,phone,insurance_verification,low,positive,67,False,False,2.0,Issue with insurance verification,Front Desk,4,None
TICKET-5401,HC-1098,2025-04-05,chat,insurance_verification,low,positive,20,True,False,,Issue with insurance verification,Front Desk,7,Low
TICKET-5402,HC-1099,2025-08-14,chat,patient_portal,medium,satisfied,89,True,False,,Appointment request form on portal not submitting. Patients calling saying online booking broken.,Provider,4,
TICKET-5403,HC-1099,2025-07-13,chat,claims_management,medium,neutral,58,True,False,,Issue with claims management,Practice Manager,2,None
TICKET-5404,HC-1099,2025-01-12,phone,hipaa_compliance,high,satisfied,24,True,False,4.0,BAA (Business Associate Agreement) needs review before renewal. Legal team has questions.,IT Admin,1,
TICKET-5405,HC-1099,2025-06-23,phone,clinical_documentation,low,neutral,87,True,False,5.0,Issue with clinical documentation,Provider,4,High
TICKET-5406,HC-1100,2024-03-31,chat,billing_workflow,medium,neutral,19,True,False,3.0,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable.,IT Admin,1,High
TICKET-5407,HC-1100,2024-03-20,email,appointment_reminders,high,frustrated,94,True,False,2.0,Issue with appointment reminders This is causing significant disruption to patient care. COO escalating.,Billing Specialist,1,Medium
TICKET-5408,HC-1100,2024-01-12,email,patient_portal,low,neutral,10,False,False,3.0,Portal messaging feature timing out for 318 patient messages. Staff having to call patients back.,Front Desk,1,Medium
TICKET-5409,HC-1101,2024-12-05,email,insurance_verification,low,positive,39,True,False,1.0,Issue with insurance verification,Billing Specialist,1,
TICKET-5410,HC-1101,2024-02-06,ticket,prescription_workflow,low,neutral,51,True,False,4.0,Issue with prescription workflow,Provider,7,
TICKET-5411,HC-1101,2025-10-06,chat,patient_portal,low,positive,18,True,False,,Appointment request form on portal not submitting. Patients calling saying online booking broken.,Practice Manager,9,Medium
TICKET-5412,HC-1101,2024-10-25,chat,prescription_workflow,low,satisfied,35,True,False,,Issue with prescription workflow,Practice Manager,6,
TICKET-5413,HC-1101,2024-03-19,chat,clinical_documentation,low,satisfied,16,True,False,,Issue with clinical documentation,Billing Specialist,2,
TICKET-5414,HC-1101,2024-09-20,chat,ehr_integration,high,positive,4,True,False,,Lab results integration failing for 3 of our 1 locations. Urgent - providers need results for patient care.,Medical Assistant,3,None
TICKET-5415,HC-1102,2024-06-03,email,appointment_reminders,low,neutral,70,True,False,,Issue with appointment reminders,Medical Assistant,1,
TICKET-5416,HC-1102,2024-08-29,email,patient_portal,low,neutral,5,False,False,3.0,Patients reporting can't access lab results through portal. IT showing error: 'unauthorized access'.,Practice Manager,1,
TICKET-5417,HC-1102,2024-03-27,email,patient_scheduling,high,frustrated,41,True,False,4.0,Need to block off provider time for hospital rounds but system won't allow multi-location blocking. This is causing significant disruption to patient care. Director of Operations escalating.,Medical Assistant,1,None
TICKET-5418,HC-1102,2025-02-26,phone,insurance_verification,medium,concerned,28,True,False,4.0,Issue with insurance verification,IT Admin,1,High
TICKET-5419,HC-1103,2024-08-03,email,claims_management,low,satisfied,68,True,False,,Issue with claims management,Billing Specialist,8,None
TICKET-5420,HC-1103,2024-04-28,ticket,ehr_integration,high,neutral,42,True,False,5.0,Epic integration stopped syncing patient appointments after last Epic update. Appointments from past 48 hours missing.,Front Desk,8,
TICKET-5421,HC-1103,2025-06-29,chat,billing_workflow,low,positive,46,True,False,5.0,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable.,Front Desk,7,
